adv_scopus,year,adv_euclid,adv_experience,adv_citestock,citeflow,citeflow_growth1,citestock_growth1,citestock_growth3,citestock_growth9699
6504037600,2004,0,0,0,0,0,0,0,0
6504037600,2005,0,1,0,0,0,0,0,0
6504037600,2006,3,2,3,3,0,0,0,0
6504037600,2007,5,3,5,2,-0.33333,0.66667,0,0
6504037600,2008,8,4,8,3,0.5,0.6,0,0
6504037600,2009,11.045,5,12,4,0.33333,0.5,3,0
6504037600,2010,12.042,6,13,1,-0.75,0.083333,1.6,0
6504037600,2011,14.353,7,18,5,4,0.38462,1.25,0
6504037600,2012,15.652,8,21,3,-0.4,0.16667,0.75,0
6504037600,2013,19.416,9,27,6,1,0.28571,1.0769,0
6504037600,2014,26.115,10,38,11,0.83333,0.40741,1.1111,0
6504037600,2015,29.12,11,44,6,-0.45455,0.15789,1.0952,0
6504369055,1997,16.432,30,50,3,2,0.06383,0.19048,0.14894
6504369055,1998,16.763,31,51,1,-0.66667,0.02,0.1087,0.14894
6504369055,1999,17.72,32,54,3,2,0.058824,0.14894,0.14894
6504369055,2000,17.72,33,54,0,-1,0,0.08,0.14894
6504369055,2001,17.72,34,54,0,0,0,0.058824,0.14894
6504369055,2002,18.921,35,56,2,0,0.037037,0.037037,0.14894
6504369055,2003,19.9,36,58,2,0,0.035714,0.074074,0.14894
6504369055,2004,20.174,37,59,1,-0.5,0.017241,0.092593,0.14894
6504369055,2005,21.564,38,63,4,3,0.067797,0.125,0.14894
6504369055,2006,21.977,39,65,2,-0.5,0.031746,0.12069,0.14894
6504369055,2007,22.782,40,67,2,0,0.030769,0.13559,0.14894
6504369055,2008,23.152,41,68,1,-0.5,0.014925,0.079365,0.14894
6504369055,2009,24.083,42,70,2,1,0.029412,0.076923,0.14894
6504369055,2010,25.475,43,73,3,0.5,0.042857,0.089552,0.14894
6504369055,2011,26.096,44,75,2,-0.33333,0.027397,0.10294,0.14894
6504369055,2012,26.608,45,78,3,0.5,0.04,0.11429,0.14894
6504369055,2013,27.532,46,80,2,-0.33333,0.025641,0.09589,0.14894
6504369055,2014,27.821,47,82,2,0,0.025,0.093333,0.14894
6504369055,2015,28.758,48,85,3,0.5,0.036585,0.089744,0.14894
6504581239,2004,2,0,2,2,0,0,0,0
6504581239,2005,3,1,3,1,-0.5,0.5,0,0
6504581239,2006,6,2,6,3,2,1,0,0
6504581239,2007,7,3,7,1,-0.66667,0.16667,2.5,0
6504581239,2008,8,4,8,1,0,0.14286,1.6667,0
6504581239,2009,13,5,13,5,4,0.625,1.1667,0
6504581239,2010,16,6,16,3,-0.4,0.23077,1.2857,0
6504581239,2011,19,7,19,3,0,0.1875,1.375,0
6504581239,2012,26,8,26,7,1.3333,0.36842,1,0
6504581239,2013,33,9,33,7,0,0.26923,1.0625,0
6504581239,2014,35.057,10,37,4,-0.42857,0.12121,0.94737,0
6504581239,2015,40.087,11,51,14,2.5,0.37838,0.96154,0
6504794326,1997,24.125,27,32,0,-1,0,0.032258,0
6504794326,1998,24.125,28,32,0,0,0,0.032258,0
6504794326,1999,24.125,29,32,0,0,0,0,0
6504794326,2000,24.125,30,32,0,0,0,0,0
6504794326,2001,24.125,31,32,0,0,0,0,0
6504794326,2002,24.125,32,32,0,0,0,0,0
6504794326,2003,25.08,33,33,1,0,0.03125,0.03125,0
6504794326,2004,25.08,34,33,0,-1,0,0.03125,0
6504794326,2005,25.377,35,34,1,0,0.030303,0.0625,0
6504794326,2006,26.439,36,37,3,2,0.088235,0.12121,0
6504794326,2007,26.495,37,38,1,-0.66667,0.027027,0.15152,0
6504794326,2008,27.441,38,39,1,0,0.026316,0.14706,0
6504794326,2009,27.441,39,39,0,-1,0,0.054054,0
6504794326,2010,28.39,40,40,1,0,0.025641,0.052632,0
6504794326,2011,28.478,41,41,1,0,0.025,0.051282,0
6504794326,2012,28.601,42,42,1,0,0.02439,0.076923,0
6504794326,2013,28.601,43,42,0,-1,0,0.05,0
6504794326,2014,29.547,44,43,1,0,0.02381,0.04878,0
6504794326,2015,29.547,45,43,0,-1,0,0.02381,0
6504821156,1997,0,8,0,0,0,0,0,0
6504821156,1998,0,9,0,0,0,0,0,0
6504821156,1999,0,10,0,0,0,0,0,0
6504821156,2000,0,11,0,0,0,0,0,0
6504821156,2001,0,12,0,0,0,0,0,0
6504821156,2002,0,13,0,0,0,0,0,0
6504821156,2003,0,14,0,0,0,0,0,0
6504821156,2004,0,15,0,0,0,0,0,0
6504821156,2005,0,16,0,0,0,0,0,0
6504821156,2006,0,17,0,0,0,0,0,0
6504821156,2007,1,18,1,1,0,0,0,0
6504821156,2008,1,19,1,0,-1,0,0,0
6504821156,2009,1,20,1,0,0,0,0,0
6504821156,2010,1,21,1,0,0,0,0,0
6504821156,2011,1,22,1,0,0,0,0,0
6504821156,2012,1,23,1,0,0,0,0,0
6504821156,2013,1,24,1,0,0,0,0,0
6504821156,2014,1,25,1,0,0,0,0,0
6504821156,2015,1,26,1,0,0,0,0,0
6505754212,1997,11.358,13,19,3,-0.25,0.1875,1.1111,0.25
6505754212,1998,11.358,14,19,0,-1,0,0.58333,0.25
6505754212,1999,12.083,15,20,1,0,0.052632,0.25,0.25
6505754212,2000,12.45,16,21,1,0,0.05,0.10526,0.25
6505754212,2001,13.601,17,23,2,1,0.095238,0.21053,0.25
6505754212,2002,14.595,18,25,2,0,0.086957,0.25,0.25
6505754212,2003,15.297,19,26,1,-0.5,0.04,0.2381,0.25
6505754212,2004,15.297,20,26,0,-1,0,0.13043,0.25
6505754212,2005,15.33,21,27,1,0,0.038462,0.08,0.25
6505754212,2006,15.33,22,27,0,-1,0,0.038462,0.25
6505754212,2007,15.33,23,27,0,0,0,0.038462,0.25
6505754212,2008,16.553,24,30,3,0,0.11111,0.11111,0.25
6505754212,2009,16.793,25,32,2,-0.33333,0.066667,0.18519,0.25
6505754212,2010,20.248,26,42,10,4,0.3125,0.55556,0.25
6505754212,2011,26.401,27,55,13,0.3,0.30952,0.83333,0.25
6505754212,2012,32.342,28,66,11,-0.15385,0.2,1.0625,0.25
6505754212,2013,37.63,29,76,10,-0.090909,0.15152,0.80952,0.25
6505754212,2014,43.612,30,90,14,0.4,0.18421,0.63636,0.25
6505754212,2015,55.839,31,112,22,0.57143,0.24444,0.69697,0.25
6505816683,1997,8.775,31,15,0,0,0,0.071429,0.066667
6505816683,1998,9.5917,32,16,1,0,0.066667,0.066667,0.066667
6505816683,1999,9.5917,33,16,0,-1,0,0.066667,0.066667
6505816683,2000,10.44,34,17,1,0,0.0625,0.13333,0.066667
6505816683,2001,10.44,35,17,0,-1,0,0.0625,0.066667
6505816683,2002,11.314,36,18,1,0,0.058824,0.125,0.066667
6505816683,2003,11.916,37,20,2,1,0.11111,0.17647,0.066667
6505816683,2004,11.916,38,20,0,-1,0,0.17647,0.066667
6505816683,2005,11.916,39,20,0,0,0,0.11111,0.066667
6505816683,2006,13.638,40,22,2,0,0.1,0.1,0.066667
6505816683,2007,13.638,41,22,0,-1,0,0.1,0.066667
6505816683,2008,14.526,42,23,1,0,0.045455,0.15,0.066667
6505816683,2009,14.526,43,23,0,-1,0,0.045455,0.066667
6505816683,2010,14.526,44,23,0,0,0,0.045455,0.066667
6505816683,2011,14.526,45,23,0,0,0,0,0.066667
6505816683,2012,14.526,46,23,0,0,0,0,0.066667
6505816683,2013,14.526,47,23,0,0,0,0,0.066667
6505816683,2014,15.427,48,24,1,0,0.043478,0.043478,0.066667
6505816683,2015,15.427,49,24,0,-1,0,0.043478,0.066667
6505831055,1997,16.279,11,21,1,-0.5,0.05,0.3125,0.45
6505831055,1998,17.407,12,23,2,1,0.095238,0.27778,0.45
6505831055,1999,21.471,13,29,6,2,0.26087,0.45,0.45
6505831055,2000,22.517,14,31,2,-0.66667,0.068966,0.47619,0.45
6505831055,2001,23.833,15,36,5,1.5,0.16129,0.56522,0.45
6505831055,2002,25.904,16,39,3,-0.4,0.083333,0.34483,0.45
6505831055,2003,27.477,17,47,8,1.6667,0.20513,0.51613,0.45
6505831055,2004,27.893,18,50,3,-0.625,0.06383,0.38889,0.45
6505831055,2005,30.033,19,54,4,0.33333,0.08,0.38462,0.45
6505831055,2006,33.03,20,71,17,3.25,0.31481,0.51064,0.45
6505831055,2007,41.557,21,101,30,0.76471,0.42254,1.02,0.45
6505831055,2008,45.596,22,119,18,-0.4,0.17822,1.2037,0.45
6505831055,2009,56.63,23,163,44,1.4444,0.36975,1.2958,0.45
6505831055,2010,69.95,24,209,46,0.045455,0.28221,1.0693,0.45
6505831055,2011,81.548,25,246,37,-0.19565,0.17703,1.0672,0.45
6505831055,2012,94.144,26,289,43,0.16216,0.1748,0.77301,0.45
6505831055,2013,113.55,27,353,64,0.48837,0.22145,0.689,0.45
6505831055,2014,120.6,28,389,36,-0.4375,0.10198,0.5813,0.45
6505831055,2015,130.9,29,435,46,0.27778,0.11825,0.50519,0.45
6505855195,1997,3.3166,17,5,0,-1,0,4,1.8
6505855195,1998,5.7446,18,11,6,0,1.2,10,1.8
6505855195,1999,7.0711,19,14,3,-0.5,0.27273,1.8,1.8
6505855195,2000,7.0711,20,14,0,-1,0,1.8,1.8
6505855195,2001,9.7468,21,21,7,0,0.5,0.90909,1.8
6505855195,2002,10.44,22,23,2,-0.71429,0.095238,0.64286,1.8
6505855195,2003,13.491,23,30,7,2.5,0.30435,1.1429,1.8
6505855195,2004,16.401,24,39,9,0.28571,0.3,0.85714,1.8
6505855195,2005,23.324,25,56,17,0.88889,0.4359,1.4348,1.8
6505855195,2006,28.618,26,69,13,-0.23529,0.23214,1.3,1.8
6505855195,2007,32.512,27,85,16,0.23077,0.23188,1.1795,1.8
6505855195,2008,37.403,28,105,20,0.25,0.23529,0.875,1.8
6505855195,2009,52.374,29,151,46,1.3,0.4381,1.1884,1.8
6505855195,2010,64.351,30,189,38,-0.17391,0.25166,1.2235,1.8
6505855195,2011,75.69,31,223,34,-0.10526,0.17989,1.1238,1.8
6505855195,2012,93.488,32,284,61,0.79412,0.27354,0.88079,1.8
6505855195,2013,103.91,33,321,37,-0.39344,0.13028,0.69841,1.8
6505855195,2014,114.81,34,361,40,0.081081,0.12461,0.61883,1.8
6505855195,2015,123.61,35,386,25,-0.375,0.069252,0.35915,1.8
6505868404,1998,0,0,0,0,0,0,0,0
6505868404,1999,1,1,1,1,0,0,0,0
6505868404,2000,1.4142,2,2,1,0,1,0,0
6505868404,2001,2.2361,3,3,1,0,0.5,0,0
6505868404,2002,4.7958,4,9,6,5,2,8,0
6505868404,2003,12.884,5,22,13,1.1667,1.4444,10,0
6505868404,2004,21.024,6,34,12,-0.076923,0.54545,10.333,0
6505868404,2005,37.63,7,60,26,1.1667,0.76471,5.6667,0
6505868404,2006,60.083,8,88,28,0.076923,0.46667,3,0
6505868404,2007,90.061,9,139,51,0.82143,0.57955,3.0882,0
6505868404,2008,115.99,10,194,55,0.078431,0.39568,2.2333,0
6505868404,2009,151.79,11,285,91,0.65455,0.46907,2.2386,0
6505868404,2010,197.65,12,403,118,0.2967,0.41404,1.8993,0
6505868404,2011,243.08,13,518,115,-0.025424,0.28536,1.6701,0
6505868404,2012,289.91,14,657,139,0.2087,0.26834,1.3053,0
6505868404,2013,358.2,15,859,202,0.45324,0.30746,1.1315,0
6505868404,2014,416.61,16,1053,194,-0.039604,0.22584,1.0328,0
6505868404,2015,480.37,17,1255,202,0.041237,0.19183,0.9102,0
6505875912,1997,67.387,8,117,45,0.60714,0.625,2.6562,1.625
6505875912,1998,80.368,9,147,30,-0.33333,0.25641,2.3409,1.625
6505875912,1999,101.29,10,189,42,0.4,0.28571,1.625,1.625
6505875912,2000,118.01,11,219,30,-0.28571,0.15873,0.87179,1.625
6505875912,2001,140.46,12,262,43,0.43333,0.19635,0.78231,1.625
6505875912,2002,155.71,13,291,29,-0.32558,0.11069,0.53968,1.625
6505875912,2003,179.4,14,332,41,0.41379,0.14089,0.51598,1.625
6505875912,2004,198.73,15,372,40,-0.02439,0.12048,0.41985,1.625
6505875912,2005,218.46,16,423,51,0.275,0.1371,0.45361,1.625
6505875912,2006,241.83,17,480,57,0.11765,0.13475,0.44578,1.625
6505875912,2007,263.27,18,533,53,-0.070175,0.11042,0.4328,1.625
6505875912,2008,293.56,19,600,67,0.26415,0.1257,0.41844,1.625
6505875912,2009,324.62,20,670,70,0.044776,0.11667,0.39583,1.625
6505875912,2010,354.49,21,742,72,0.028571,0.10746,0.39212,1.625
6505875912,2011,382.97,22,822,80,0.11111,0.10782,0.37,1.625
6505875912,2012,413.02,23,893,71,-0.1125,0.086375,0.33284,1.625
6505875912,2013,446.46,24,964,71,0,0.079507,0.29919,1.625
6505875912,2014,477.23,25,1037,73,0.028169,0.075726,0.26156,1.625
6505875912,2015,509.81,26,1115,78,0.068493,0.075217,0.2486,1.625
6505880331,1997,9.5917,10,14,6,1,0.75,1.8,3.125
6505880331,1998,12.961,11,20,6,0,0.42857,3,3.125
6505880331,1999,20.857,12,33,13,1.1667,0.65,3.125,3.125
6505880331,2000,25.179,13,44,11,-0.15385,0.33333,2.1429,3.125
6505880331,2001,30.364,14,60,16,0.45455,0.36364,2,3.125
6505880331,2002,33.867,15,67,7,-0.5625,0.11667,1.0303,3.125
6505880331,2003,43.058,16,84,17,1.4286,0.25373,0.90909,3.125
6505880331,2004,46.744,17,93,9,-0.47059,0.10714,0.55,3.125
6505880331,2005,54.754,18,112,19,1.1111,0.2043,0.67164,3.125
6505880331,2006,75.133,19,157,45,1.3684,0.40179,0.86905,3.125
6505880331,2007,78.365,20,173,16,-0.64444,0.10191,0.86022,3.125
6505880331,2008,93.167,21,206,33,1.0625,0.19075,0.83929,3.125
6505880331,2009,107.07,22,242,36,0.090909,0.17476,0.5414,3.125
6505880331,2010,122,23,277,35,-0.027778,0.14463,0.60116,3.125
6505880331,2011,136.89,24,310,33,-0.057143,0.11913,0.50485,3.125
6505880331,2012,167.17,25,381,71,1.1515,0.22903,0.57438,3.125
6505880331,2013,189.24,26,437,56,-0.21127,0.14698,0.57762,3.125
6505880331,2014,213.75,27,487,50,-0.10714,0.11442,0.57097,3.125
6505880331,2015,241.37,28,548,61,0.22,0.12526,0.43832,3.125
6505895938,1998,0,0,0,0,0,0,0,0
6505895938,1999,0,1,0,0,0,0,0,0
6505895938,2000,0,2,0,0,0,0,0,0
6505895938,2001,1,3,1,1,0,0,0,0
6505895938,2002,3.7417,4,6,5,4,5,0,0
6505895938,2003,5.5678,5,9,3,-0.4,0.5,0,0
6505895938,2004,7.2111,6,14,5,0.66667,0.55556,13,0
6505895938,2005,10.63,7,23,9,0.8,0.64286,2.8333,0
6505895938,2006,15.232,8,38,15,0.66667,0.65217,3.2222,0
6505895938,2007,17.833,9,46,8,-0.46667,0.21053,2.2857,0
6505895938,2008,22.935,10,62,16,1,0.34783,1.6957,0
6505895938,2009,29.967,11,82,20,0.25,0.32258,1.1579,0
6505895938,2010,38.794,12,111,29,0.45,0.35366,1.413,0
6505895938,2011,46.979,13,141,30,0.034483,0.27027,1.2742,0
6505895938,2012,52.154,14,166,25,-0.16667,0.1773,1.0244,0
6505895938,2013,63.277,15,212,46,0.84,0.27711,0.90991,0
6505895938,2014,74.081,16,254,42,-0.086957,0.19811,0.80142,0
6505895938,2015,86.226,17,297,43,0.02381,0.16929,0.78916,0
6505906505,1997,6,2,6,3,0,1,0,2.3333
6505906505,1998,7.0711,3,8,2,-0.33333,0.33333,0,2.3333
6505906505,1999,8.2462,4,10,2,0,0.25,2.3333,2.3333
6505906505,2000,10.198,5,12,2,0,0.2,1,2.3333
6505906505,2001,14.56,6,18,6,2,0.5,1.25,2.3333
6505906505,2002,22.361,7,26,8,0.33333,0.44444,1.6,2.3333
6505906505,2003,23.345,8,27,1,-0.875,0.038462,1.25,2.3333
6505906505,2004,30.265,9,34,7,6,0.25926,0.88889,2.3333
6505906505,2005,39.319,10,44,10,0.42857,0.29412,0.69231,2.3333
6505906505,2006,47.265,11,52,8,-0.2,0.18182,0.92593,2.3333
6505906505,2007,58.215,12,63,11,0.375,0.21154,0.85294,2.3333
6505906505,2008,67.186,13,72,9,-0.18182,0.14286,0.63636,2.3333
6505906505,2009,83.15,14,88,16,0.77778,0.22222,0.69231,2.3333
6505906505,2010,97.129,15,102,14,-0.125,0.15909,0.61905,2.3333
6505906505,2011,108.12,16,113,11,-0.21429,0.10784,0.56944,2.3333
6505906505,2012,125.1,17,130,17,0.54545,0.15044,0.47727,2.3333
6505906505,2013,150.12,18,157,27,0.58824,0.20769,0.53922,2.3333
6505906505,2014,170.11,19,177,20,-0.25926,0.12739,0.56637,2.3333
6505906505,2015,192.1,20,199,22,0.1,0.12429,0.53077,2.3333
6505948382,1997,11.18,14,13,1,0,0.083333,0.3,0.41667
6505948382,1998,12.369,15,15,2,1,0.15385,0.36364,0.41667
6505948382,1999,14.318,16,17,2,0,0.13333,0.41667,0.41667
6505948382,2000,14.595,17,19,2,0,0.11765,0.46154,0.41667
6505948382,2001,15.652,18,21,2,0,0.10526,0.4,0.41667
6505948382,2002,15.652,19,21,0,-1,0,0.23529,0.41667
6505948382,2003,16.613,20,22,1,0,0.047619,0.15789,0.41667
6505948382,2004,16.613,21,22,0,-1,0,0.047619,0.41667
6505948382,2005,16.643,22,23,1,0,0.045455,0.095238,0.41667
6505948382,2006,17.607,23,24,1,0,0.043478,0.090909,0.41667
6505948382,2007,17.861,24,25,1,0,0.041667,0.13636,0.41667
6505948382,2008,17.861,25,25,0,-1,0,0.086957,0.41667
6505948382,2009,19.774,26,27,2,0,0.08,0.125,0.41667
6505948382,2010,21.703,27,29,2,0,0.074074,0.16,0.41667
6505948382,2011,22.672,28,30,1,-0.5,0.034483,0.2,0.41667
6505948382,2012,23.643,29,31,1,0,0.033333,0.14815,0.41667
6505948382,2013,25.865,30,35,4,3,0.12903,0.2069,0.41667
6505948382,2014,25.865,31,35,0,-1,0,0.16667,0.41667
6505948382,2015,25.865,32,35,0,0,0,0.12903,0.41667
6505956030,1997,0,0,0,0,0,0,0,0
6505956030,1998,0,1,0,0,0,0,0,0
6505956030,1999,0,2,0,0,0,0,0,0
6505956030,2000,0,3,0,0,0,0,0,0
6505956030,2001,0,4,0,0,0,0,0,0
6505956030,2002,0,5,0,0,0,0,0,0
6505956030,2003,1.4142,6,2,2,0,0,0,0
6505956030,2004,2.2361,7,3,1,-0.5,0.5,0,0
6505956030,2005,2.2361,8,3,0,-1,0,0,0
6505956030,2006,2.2361,9,3,0,0,0,0.5,0
6505956030,2007,4.1231,10,5,2,0,0.66667,0.66667,0
6505956030,2008,6.3246,11,8,3,0.5,0.6,1.6667,0
6505956030,2009,6.4031,12,9,1,-0.66667,0.125,2,0
6505956030,2010,7.3485,13,10,1,0,0.11111,1,0
6505956030,2011,7.5498,14,11,1,0,0.1,0.375,0
6505956030,2012,7.5498,15,11,0,-1,0,0.22222,0
6505956030,2013,8.4853,16,12,1,0,0.090909,0.2,0
6505956030,2014,8.775,17,13,1,0,0.083333,0.18182,0
6505956030,2015,10.863,18,16,3,2,0.23077,0.45455,0
6505964792,1997,178.99,19,404,66,0.2,0.19527,0.66255,0.65385
6505964792,1998,206.7,20,484,80,0.21212,0.19802,0.71025,0.65385
6505964792,1999,229.35,21,559,75,-0.0625,0.15496,0.65385,0.65385
6505964792,2000,252.22,22,633,74,-0.013333,0.13238,0.56683,0.65385
6505964792,2001,274.21,23,701,68,-0.081081,0.10742,0.44835,0.65385
6505964792,2002,300.48,24,795,94,0.38235,0.13409,0.42218,0.65385
6505964792,2003,338.8,25,908,113,0.20213,0.14214,0.43444,0.65385
6505964792,2004,375.41,26,1017,109,-0.035398,0.12004,0.45078,0.65385
6505964792,2005,410.84,27,1119,102,-0.06422,0.10029,0.40755,0.65385
6505964792,2006,445.76,28,1225,106,0.039216,0.094727,0.34912,0.65385
6505964792,2007,486.12,29,1334,109,0.028302,0.08898,0.3117,0.65385
6505964792,2008,536.81,30,1474,140,0.2844,0.10495,0.31725,0.65385
6505964792,2009,583.55,31,1605,131,-0.064286,0.088874,0.3102,0.65385
6505964792,2010,633.02,32,1738,133,0.015267,0.082866,0.30285,0.65385
6505964792,2011,685.31,33,1891,153,0.15038,0.088032,0.2829,0.65385
6505964792,2012,728.55,34,2036,145,-0.052288,0.076679,0.26854,0.65385
6505964792,2013,791.02,35,2206,170,0.17241,0.083497,0.26928,0.65385
6505964792,2014,853.18,36,2372,166,-0.023529,0.075249,0.25436,0.65385
6505964792,2015,902.09,37,2519,147,-0.11446,0.061973,0.23723,0.65385
6505974926,1997,4,35,8,0,-1,0,0.14286,0
6505974926,1998,4,36,8,0,0,0,0.14286,0
6505974926,1999,4,37,8,0,0,0,0,0
6505974926,2000,4.7958,38,9,1,0,0.125,0.125,0
6505974926,2001,5.099,39,10,1,0,0.11111,0.25,0
6505974926,2002,7.1414,40,15,5,4,0.5,0.875,0
6505974926,2003,7.874,41,16,1,-0.8,0.066667,0.77778,0
6505974926,2004,8.8882,42,19,3,2,0.1875,0.9,0
6505974926,2005,8.9443,43,20,1,-0.66667,0.052632,0.33333,0
6505974926,2006,10.05,44,23,3,2,0.15,0.4375,0
6505974926,2007,10.724,45,25,2,-0.33333,0.086957,0.31579,0
6505974926,2008,12.124,46,27,2,0,0.08,0.35,0
6505974926,2009,13.928,47,30,3,0.5,0.11111,0.30435,0
6505974926,2010,15.427,48,32,2,-0.33333,0.066667,0.28,0
6505974926,2011,16.401,49,35,3,0.5,0.09375,0.2963,0
6505974926,2012,18.028,50,37,2,-0.33333,0.057143,0.23333,0
6505974926,2013,20.075,51,45,8,3,0.21622,0.40625,0
6505974926,2014,22.494,52,50,5,-0.375,0.11111,0.42857,0
6505974926,2015,26.192,53,58,8,0.6,0.16,0.56757,0
6506002819,1997,2.2361,5,3,1,0,0.5,0,2.5
6506002819,1998,3.7417,6,6,3,2,1,5,2.5
6506002819,1999,3.873,7,7,1,-0.66667,0.16667,2.5,2.5
6506002819,2000,5.2915,8,12,5,4,0.71429,3,2.5
6506002819,2001,9.3274,9,21,9,0.8,0.75,2.5,2.5
6506002819,2002,14.457,10,29,8,-0.11111,0.38095,3.1429,2.5
6506002819,2003,19.519,11,37,8,0,0.27586,2.0833,2.5
6506002819,2004,26.777,12,49,12,0.5,0.32432,1.3333,2.5
6506002819,2005,31.875,13,58,9,-0.25,0.18367,1,2.5
6506002819,2006,41.195,14,75,17,0.88889,0.2931,1.027,2.5
6506002819,2007,46.936,15,87,12,-0.29412,0.16,0.77551,2.5
6506002819,2008,51.196,16,95,8,-0.33333,0.091954,0.63793,2.5
6506002819,2009,54.681,17,104,9,0.125,0.094737,0.38667,2.5
6506002819,2010,56.089,18,108,4,-0.55556,0.038462,0.24138,2.5
6506002819,2011,64.823,19,124,16,3,0.14815,0.30526,2.5
6506002819,2012,67.201,20,134,10,-0.375,0.080645,0.28846,2.5
6506002819,2013,68.651,21,139,5,-0.5,0.037313,0.28704,2.5
6506002819,2014,70.951,22,148,9,0.8,0.064748,0.19355,2.5
6506002819,2015,78.134,23,165,17,0.88889,0.11486,0.23134,2.5
6506018432,1997,11.18,27,19,0,-1,0,0.58333,0.15789
6506018432,1998,12.207,28,21,2,0,0.10526,0.5,0.15789
6506018432,1999,12.728,29,22,1,-0.5,0.047619,0.15789,0.15789
6506018432,2000,13.82,30,25,3,2,0.13636,0.31579,0.15789
6506018432,2001,13.82,31,25,0,-1,0,0.19048,0.15789
6506018432,2002,13.82,32,25,0,0,0,0.13636,0.15789
6506018432,2003,14.799,33,29,4,0,0.16,0.16,0.15789
6506018432,2004,15.199,34,31,2,-0.5,0.068966,0.24,0.15789
6506018432,2005,15.843,35,33,2,0,0.064516,0.32,0.15789
6506018432,2006,16.34,36,35,2,0,0.060606,0.2069,0.15789
6506018432,2007,16.733,37,38,3,0.5,0.085714,0.22581,0.15789
6506018432,2008,16.733,38,38,0,-1,0,0.15152,0.15789
6506018432,2009,16.733,39,38,0,0,0,0.085714,0.15789
6506018432,2010,17.321,40,40,2,0,0.052632,0.052632,0.15789
6506018432,2011,18.111,41,42,2,0,0.05,0.10526,0.15789
6506018432,2012,19.079,42,44,2,0,0.047619,0.15789,0.15789
6506018432,2013,22.494,43,52,8,3,0.18182,0.3,0.15789
6506018432,2014,25.749,44,59,7,-0.125,0.13462,0.40476,0.15789
6506018432,2015,26.382,45,60,1,-0.85714,0.016949,0.36364,0.15789
6506030634,1997,0,0,0,0,0,0,0,0
6506030634,1998,1.4142,1,2,2,0,0,0,0
6506030634,1999,6.0828,2,7,5,1.5,2.5,0,0
6506030634,2000,10.44,3,13,6,0.2,0.85714,0,0
6506030634,2001,17.436,4,30,17,1.8333,1.3077,14,0
6506030634,2002,25.219,5,44,14,-0.17647,0.46667,5.2857,0
6506030634,2003,35.114,6,65,21,0.5,0.47727,4,0
6506030634,2004,44.452,7,82,17,-0.19048,0.26154,1.7333,0
6506030634,2005,51.546,8,93,11,-0.35294,0.13415,1.1136,0
6506030634,2006,61.008,9,114,21,0.90909,0.22581,0.75385,0
6506030634,2007,83.162,10,154,40,0.90476,0.35088,0.87805,0
6506030634,2008,99.388,11,188,34,-0.15,0.22078,1.0215,0
6506030634,2009,115.98,12,223,35,0.029412,0.18617,0.95614,0
6506030634,2010,130.95,13,257,34,-0.028571,0.15247,0.66883,0
6506030634,2011,154.34,14,303,46,0.35294,0.17899,0.6117,0
6506030634,2012,172.93,15,336,33,-0.28261,0.10891,0.50673,0
6506030634,2013,186.83,16,361,25,-0.24242,0.074405,0.40467,0
6506030634,2014,209.18,17,402,41,0.64,0.11357,0.32673,0
6506030634,2015,225.86,18,435,33,-0.19512,0.08209,0.29464,0
6506064150,1997,3.1623,6,4,0,-1,0,0.33333,0.25
6506064150,1998,4.1231,7,5,1,0,0.25,0.66667,0.25
6506064150,1999,4.1231,8,5,0,-1,0,0.25,0.25
6506064150,2000,4.1231,9,5,0,0,0,0.25,0.25
6506064150,2001,5.099,10,8,3,0,0.6,0.6,0.25
6506064150,2002,5.3852,11,9,1,-0.66667,0.125,0.8,0.25
6506064150,2003,5.3852,12,9,0,-1,0,0.8,0.25
6506064150,2004,6,13,10,1,0,0.11111,0.25,0.25
6506064150,2005,9.1652,14,14,4,3,0.4,0.55556,0.25
6506064150,2006,11,15,17,3,-0.25,0.21429,0.88889,0.25
6506064150,2007,12.53,16,21,4,0.33333,0.23529,1.1,0.25
6506064150,2008,16.462,17,29,8,1,0.38095,1.0714,0.25
6506064150,2009,21.679,18,38,9,0.125,0.31034,1.2353,0.25
6506064150,2010,31.032,19,55,17,0.88889,0.44737,1.619,0.25
6506064150,2011,36.878,20,72,17,0,0.30909,1.4828,0.25
6506064150,2012,46.669,21,102,30,0.76471,0.41667,1.6842,0.25
6506064150,2013,54.626,22,120,18,-0.4,0.17647,1.1818,0.25
6506064150,2014,59.515,23,134,14,-0.22222,0.11667,0.86111,0.25
6506064150,2015,67.402,24,157,23,0.64286,0.17164,0.53922,0.25
6506069255,1997,5.5678,23,11,0,-1,0,0.22222,0.54545
6506069255,1998,7.8102,24,15,4,0,0.36364,0.5,0.54545
6506069255,1999,9.1104,25,17,2,-0.5,0.13333,0.54545,0.54545
6506069255,2000,9.1104,26,17,0,-1,0,0.54545,0.54545
6506069255,2001,9.1104,27,17,0,0,0,0.13333,0.54545
6506069255,2002,9.3274,28,19,2,0,0.11765,0.11765,0.54545
6506069255,2003,10.909,29,21,2,0,0.10526,0.23529,0.54545
6506069255,2004,13.115,30,26,5,1.5,0.2381,0.52941,0.54545
6506069255,2005,16,31,30,4,-0.2,0.15385,0.57895,0.54545
6506069255,2006,16.882,32,31,1,-0.75,0.033333,0.47619,0.54545
6506069255,2007,16.882,33,31,0,-1,0,0.19231,0.54545
6506069255,2008,19.596,34,34,3,0,0.096774,0.13333,0.54545
