institution,year,rank,score
60000009,1995,1108,3.329
60000009,1996,1269,4.744
60000009,1997,1432,4.744
60000009,1998,1594,4.744
60000009,1999,1644,4.744
60000009,2000,1111,19.007
60000009,2001,1103,20.591
60000009,2002,1085,21.856
60000009,2003,720,53.178
60000009,2004,614,74.820
60000009,2005,756,58.684
60000009,2006,766,65.387
60000009,2007,747,75.621
60000009,2008,963,53.074
60000009,2009,1000,54.403
60000009,2010,693,120.775
60000009,2011,644,156.076
60000009,2012,651,175.844
60000009,2013,650,192.106
60000009,2014,704,172.525
60000009,2015,937,109.894
60000009,2016,967,106.922
60000009,2017,1058,93.946
60000009,2018,827,153.315
60000009,2019,719,195.877
60000009,2020,698,218.475
60000015,2006,2629,0.964
60000015,2007,2747,0.964
60000015,2008,2880,0.964
60000015,2009,2995,0.964
60000015,2010,3120,0.964
60000015,2013,2622,7.073
60000015,2014,2693,8.222
60000015,2015,2778,8.222
60000015,2016,2839,8.222
60000015,2017,2914,8.222
60000015,2018,4013,1.149
60000018,2004,1572,11.222
60000018,2005,1599,11.222
60000018,2006,1678,11.222
60000018,2007,1750,11.222
60000018,2008,1885,11.222
60000018,2009,1784,14.050
60000018,2010,1902,14.050
60000018,2011,2053,14.050
60000018,2012,2149,14.050
60000018,2013,1574,33.740
60000018,2014,2040,19.690
60000018,2015,1738,32.562
60000018,2016,1787,32.562
60000018,2017,1664,38.654
60000018,2018,2083,24.565
60000018,2019,1760,37.675
60000018,2020,2031,29.814
60000021,2017,2354,17.875
60000021,2018,2399,17.875
60000021,2019,2449,17.875
60000021,2020,2506,17.875
60000030,1999,1340,13.349
60000030,2000,1336,13.349
60000030,2001,1335,13.349
60000030,2002,1346,13.349
60000030,2003,1376,13.349
60000030,2004,1976,5.490
60000030,2005,1421,14.350
60000030,2006,1491,14.350
60000030,2007,1557,15.106
60000030,2008,1638,15.106
60000030,2009,1623,18.596
60000030,2010,2213,9.736
60000030,2011,2352,9.736
60000030,2012,2475,8.980
60000030,2013,2550,8.980
60000030,2014,2187,17.043
60000030,2015,2294,17.043
60000030,2016,2204,19.645
60000030,2017,2248,19.645
60000030,2018,1876,31.534
60000030,2019,2613,14.491
60000030,2020,2734,14.491
60000036,1994,443,17.906
60000036,1995,298,74.664
60000036,1996,339,96.248
60000036,1997,417,96.248
60000036,1998,480,97.777
60000036,1999,428,126.205
60000036,2000,465,114.375
60000036,2001,478,108.405
60000036,2002,424,136.614
60000036,2003,368,176.680
60000036,2004,396,164.012
60000036,2005,395,172.417
60000036,2006,387,199.860
60000036,2007,371,238.091
60000036,2008,383,249.809
60000036,2009,362,311.483
60000036,2010,359,343.845
60000036,2011,367,363.780
60000036,2012,337,451.806
60000036,2013,343,476.329
60000036,2014,362,470.075
60000036,2015,363,493.249
60000036,2016,298,651.704
60000036,2017,277,716.905
60000036,2018,268,758.376
60000036,2019,284,710.507
60000036,2020,283,739.513
60000050,1998,1087,16.615
60000050,1999,1148,16.615
60000050,2000,1177,16.615
60000050,2001,1207,16.615
60000050,2002,1209,16.615
60000050,2003,2213,0.876
60000050,2004,2359,0.876
60000050,2005,2484,0.876
60000050,2006,1922,7.725
60000050,2007,1378,21.459
60000050,2008,1194,33.753
60000050,2009,1251,33.753
60000050,2010,1219,40.651
60000050,2011,1413,33.802
60000050,2012,1883,20.068
60000050,2013,2841,6.898
60000050,2014,2346,13.796
60000050,2015,1877,26.567
60000050,2016,1434,51.532
60000050,2017,1369,57.624
60000050,2018,1179,82.077
60000050,2019,1208,80.344
60000050,2020,1107,99.246
60000060,1994,231,50.465
60000060,1995,249,95.529
60000060,1996,305,114.385
60000060,1997,374,116.813
60000060,1998,392,136.818
60000060,1999,503,97.287
60000060,2000,579,74.601
60000060,2001,594,70.862
60000060,2002,503,95.747
60000060,2003,510,98.510
60000060,2004,473,122.403
60000060,2005,496,125.976
60000060,2006,514,131.657
60000060,2007,558,123.871
60000060,2008,544,143.320
60000060,2009,518,171.481
60000060,2010,464,228.936
60000060,2011,430,276.650
60000060,2012,457,285.706
60000060,2013,472,304.633
60000060,2014,510,292.909
60000060,2015,516,300.922
60000060,2016,502,330.629
60000060,2017,409,449.997
60000060,2018,440,433.356
60000060,2019,435,445.981
60000060,2020,448,437.657
60000061,2015,2533,12.872
60000061,2016,2607,12.872
60000061,2017,2678,12.872
60000061,2018,2763,12.872
60000061,2019,2084,25.982
60000061,2020,2940,13.110
60000071,1999,1841,1.529
60000071,2000,1884,1.529
60000071,2001,1839,2.765
60000071,2002,1913,2.765
60000071,2003,1970,2.765
60000071,2004,2303,1.236
60000071,2005,2410,1.236
60000071,2007,1887,10.072
60000071,2008,2016,10.072
60000071,2009,2099,10.072
60000071,2010,1761,16.970
60000071,2011,1893,16.970
60000071,2012,2341,12.256
60000071,2013,1980,19.329
60000071,2014,2059,19.329
60000071,2015,2577,12.431
60000071,2016,2650,12.431
60000071,2017,2963,7.073
60000071,2019,2856,13.110
60000071,2020,2497,18.121
60000078,2020,3416,6.523
60000081,2017,2354,17.875
60000081,2018,1463,53.072
60000081,2019,1483,53.072
60000081,2020,1371,65.628
60000082,2000,1947,1.303
60000082,2001,1996,1.303
60000082,2002,2055,1.303
60000082,2003,2122,1.303
60000082,2004,2279,1.303
60000099,1994,629,9.713
60000099,1995,902,9.713
60000099,1996,1071,9.713
60000099,1997,1216,9.713
60000099,1998,893,26.328
60000099,1999,1226,16.615
60000099,2000,1229,16.615
60000099,2001,1041,23.804
60000099,2002,767,44.032
60000099,2003,764,48.804
60000099,2004,711,60.026
60000099,2005,606,87.632
60000099,2006,561,111.532
60000099,2007,554,125.182
60000099,2008,595,122.106
60000099,2009,600,136.831
60000099,2010,732,109.225
60000099,2011,492,230.230
60000099,2012,527,240.952
60000099,2013,553,247.461
60000099,2014,573,252.346
60000099,2015,537,278.829
60000099,2016,887,126.735
60000099,2017,956,114.553
60000099,2018,897,130.531
60000099,2019,1044,104.864
60000099,2020,1058,109.407
60000101,2003,2236,0.737
60000101,2004,2386,0.737
60000101,2005,2505,0.737
60000101,2006,2663,0.737
60000101,2007,2782,0.737
60000102,2012,1481,35.092
60000102,2013,1231,54.782
60000102,2014,1282,54.782
60000102,2015,1343,54.782
60000102,2016,1380,54.782
60000102,2017,1685,37.565
60000102,2018,2436,17.875
60000102,2019,2479,17.875
60000102,2020,1583,49.861
60000112,1994,128,97.451
60000112,1995,106,237.842
60000112,1996,132,303.296
60000112,1997,157,363.856
60000112,1998,140,515.265
60000112,1999,160,489.880
60000112,2000,173,458.082
60000112,2001,167,468.867
60000112,2002,135,540.428
60000112,2003,150,509.124
60000112,2004,150,531.448
60000112,2005,132,616.674
60000112,2006,138,661.200
60000112,2007,136,728.725
60000112,2008,139,783.882
60000112,2009,130,891.518
60000112,2010,150,878.908
60000112,2011,157,922.287
60000112,2012,167,962.505
60000112,2013,163,1059.548
60000112,2014,178,1052.348
60000112,2015,173,1101.667
60000112,2016,184,1084.254
60000112,2017,175,1135.808
60000112,2018,208,998.425
60000112,2019,203,1006.509
60000112,2020,229,909.700
60000130,1995,685,16.615
60000130,1996,703,25.135
60000130,1997,831,25.135
60000130,1998,923,25.135
60000130,1999,929,27.060
60000130,2000,1037,23.337
60000130,2001,1203,16.794
60000130,2002,1096,21.528
60000130,2003,981,29.506
60000130,2004,780,50.780
60000130,2005,651,74.786
60000130,2006,639,90.811
60000130,2007,642,97.855
60000130,2008,648,107.309
60000130,2009,716,100.230
60000130,2010,902,73.354
60000130,2011,872,89.483
60000130,2012,901,95.330
60000130,2013,970,89.129
60000130,2014,888,117.971
60000130,2015,847,133.104
60000130,2016,923,118.667
60000130,2017,987,107.134
60000130,2018,955,118.481
60000130,2019,948,124.376
60000130,2020,863,150.499
60000134,2017,3797,1.583
60000134,2018,2084,24.485
60000134,2019,2133,24.485
60000134,2020,2195,24.485
60000135,1998,1874,0.973
60000135,1999,1228,16.572
60000135,2000,1230,16.572
60000135,2001,1238,16.572
60000135,2002,1234,16.572
60000135,2003,1109,22.728
60000135,2004,1722,8.312
60000135,2005,1391,15.252
60000135,2006,1462,15.252
60000135,2007,1555,15.252
60000135,2008,2140,8.123
60000135,2009,2202,8.170
60000135,2010,3054,1.230
60000135,2011,3179,1.230
60000135,2012,3314,1.230
60000135,2013,3442,1.230
60000135,2015,2484,13.628
60000135,2016,2529,13.628
60000135,2017,1922,27.770
60000135,2018,1972,27.770
60000135,2019,1884,32.935
60000135,2020,2399,19.307
60000138,2004,2184,1.897
60000138,2005,2200,2.904
60000138,2006,2351,2.904
60000138,2007,2497,2.904
60000138,2008,2619,2.904
60000138,2009,2826,1.733
60000138,2010,3169,0.726
60000138,2011,3281,0.726
60000138,2012,3434,0.726
60000138,2013,3541,0.726
60000138,2014,3688,0.747
60000138,2015,3341,4.439
60000138,2016,3411,4.439
60000138,2017,2764,12.237
60000138,2018,2571,14.269
60000138,2019,2100,25.521
60000138,2020,2125,26.783
60000141,2017,3352,6.092
60000141,2018,3360,6.092
60000141,2019,3370,6.092
60000141,2020,3440,6.092
60000142,1994,648,8.520
60000142,1995,925,8.520
60000142,1996,1095,8.520
60000142,1997,1242,8.520
60000142,1998,1343,9.907
60000142,1999,1887,1.387
60000142,2000,1936,1.387
60000142,2001,1988,1.387
60000142,2002,1783,4.967
60000142,2003,1910,3.580
60000142,2004,2047,3.580
60000142,2005,1039,31.775
60000142,2006,1014,38.624
60000142,2007,1117,35.044
60000142,2008,1075,42.078
60000142,2009,1057,49.103
60000142,2010,1436,27.806
60000142,2011,1073,59.490
60000142,2012,926,88.776
60000142,2013,942,95.888
60000142,2014,946,102.659
60000142,2015,904,116.846
60000142,2016,1016,98.634
60000142,2017,1050,95.674
60000142,2018,1102,92.730
60000142,2019,1201,80.927
60000142,2020,1104,99.987
60000144,1995,633,18.679
60000144,1996,799,18.679
60000144,1997,890,21.692
60000144,1998,905,25.640
60000144,1999,930,27.027
60000144,2000,1040,22.646
60000144,2001,822,37.001
60000144,2002,836,37.461
60000144,2003,920,33.513
60000144,2004,805,46.642
60000144,2005,892,41.988
60000144,2006,986,40.692
60000144,2007,1042,40.446
60000144,2008,944,55.034
60000144,2009,1007,53.536
60000144,2010,1174,43.892
60000144,2011,1105,56.331
60000144,2012,1058,68.067
60000144,2013,1030,78.528
60000144,2014,1062,80.945
60000144,2015,1051,90.260
60000144,2016,1053,91.910
60000144,2017,1040,96.617
60000144,2018,1152,85.953
60000144,2019,1171,85.595
60000144,2020,1074,106.360
60000145,1994,102,134.011
60000145,1995,122,210.922
60000145,1996,141,282.722
60000145,1997,141,390.842
60000145,1998,152,471.037
60000145,1999,145,527.219
60000145,2000,154,511.789
60000145,2001,148,520.000
60000145,2002,151,494.612
60000145,2003,166,461.930
60000145,2004,190,429.721
60000145,2005,181,475.374
60000145,2006,190,494.318
60000145,2007,187,547.307
60000145,2008,168,655.688
60000145,2009,195,618.814
60000145,2010,174,770.482
60000145,2011,170,847.585
60000145,2012,164,971.185
60000145,2013,150,1155.644
60000145,2014,144,1259.790
60000145,2015,153,1192.528
60000145,2016,162,1203.221
60000145,2017,152,1255.732
60000145,2018,171,1153.641
60000145,2019,178,1116.824
60000145,2020,166,1226.937
60000149,2012,2739,6.868
60000149,2013,2855,6.868
60000149,2014,2994,6.868
60000149,2015,2999,6.868
60000149,2016,3070,6.868
60000149,2020,3746,5.011
60000153,1995,770,15.599
60000153,1996,926,16.397
60000153,1997,1051,16.397
60000153,1998,1016,18.963
60000153,1999,1071,18.963
60000153,2000,1766,3.364
60000153,2001,1852,2.566
60000153,2002,1932,2.566
60000153,2007,2598,1.778
60000153,2008,2593,3.193
60000153,2009,2692,3.193
60000153,2010,2332,7.387
60000153,2011,2442,7.387
60000153,2012,2920,5.609
60000153,2013,2083,17.372
60000153,2014,2180,17.372
60000153,2015,2526,13.178
60000153,2016,2594,13.178
60000153,2017,2635,13.178
60000153,2020,2635,15.993
60000164,2006,2329,3.106
60000164,2007,2476,3.106
60000164,2008,2598,3.106
60000164,2009,2696,3.106
60000164,2010,2812,3.106
60000164,2013,3283,1.678
60000164,2014,3294,3.094
60000164,2015,3291,5.348
60000164,2016,2859,7.911
60000164,2017,2925,7.911
60000164,2018,3032,7.988
60000164,2019,3113,8.817
60000164,2020,3413,6.563
60000174,2013,2622,7.073
60000174,2014,2728,7.073
60000174,2015,2297,16.987
60000174,2016,1990,25.118
60000174,2017,2018,25.118
60000174,2018,1756,36.897
60000174,2019,1542,49.842
60000174,2020,1525,53.538
60000179,1994,148,82.814
60000179,1995,137,190.848
60000179,1996,134,301.425
60000179,1997,135,405.434
60000179,1998,144,500.086
60000179,1999,157,500.358
60000179,2000,172,459.505
60000179,2001,181,433.037
60000179,2002,216,355.372
60000179,2003,229,334.709
60000179,2004,216,371.474
60000179,2005,221,389.329
60000179,2006,195,489.512
60000179,2007,171,606.099
60000179,2008,161,695.452
60000179,2009,150,791.297
60000179,2010,152,863.210
60000179,2011,167,871.274
60000179,2012,182,903.175
60000179,2013,195,901.672
60000179,2014,209,894.291
60000179,2015,212,920.610
60000179,2016,206,969.702
60000179,2017,195,1034.422
60000179,2018,213,977.454
60000179,2019,228,889.406
60000179,2020,236,881.230
60000202,2008,2211,7.034
60000202,2009,2023,11.050
60000202,2010,1731,17.948
60000202,2011,1783,19.494
60000202,2012,1437,37.001
60000202,2013,1667,29.967
60000202,2014,1802,27.244
60000202,2015,1971,23.045
60000202,2016,2039,22.794
60000202,2017,2480,14.419
60000202,2018,1853,32.578
60000202,2019,1624,44.395
60000202,2020,1705,42.877
60000213,2001,1999,1.284
60000213,2002,1928,2.609
60000213,2003,1948,3.086
60000213,2004,2029,3.907
60000213,2005,1683,10.436
60000213,2006,1590,11.821
60000213,2007,1671,11.871
60000213,2008,1840,11.394
60000213,2009,1952,11.488
60000213,2010,2716,4.959
60000213,2011,2789,6.273
60000213,2012,2954,4.898
60000213,2013,2531,9.462
60000213,2014,2682,8.547
60000213,2015,2330,15.361
60000213,2016,2592,13.210
60000213,2017,2010,25.257
60000213,2018,2006,26.294
60000213,2019,1684,41.104
60000213,2020,1812,37.453
60000221,1994,24,540.068
60000221,1995,24,1025.333
60000221,1996,23,1737.389
60000221,1997,25,2305.143
60000221,1998,25,2825.363
60000221,1999,27,2818.888
60000221,2000,28,2647.938
60000221,2001,30,2306.121
60000221,2002,29,2202.389
60000221,2003,30,2125.542
60000221,2004,32,2067.108
60000221,2005,32,2328.595
60000221,2006,30,2523.303
60000221,2007,31,2694.029
60000221,2008,32,2927.729
60000221,2009,32,3083.178
60000221,2010,35,3271.670
60000221,2011,34,3621.949
60000221,2012,33,3920.532
60000221,2013,29,4439.811
60000221,2014,29,4640.168
60000221,2015,27,4887.898
60000221,2016,28,4900.811
60000221,2017,28,4760.890
60000221,2018,29,4647.021
60000221,2019,27,4641.685
60000221,2020,28,4526.989
60000224,2019,3583,5.165
60000224,2020,3647,5.165
60000231,2011,3253,0.767
60000231,2012,2137,14.085
60000231,2013,2247,14.085
60000231,2014,2313,14.085
60000231,2015,2392,14.085
60000231,2016,2564,13.318
60000237,1998,1896,0.798
60000237,1999,1955,0.798
60000237,2000,2012,0.798
60000237,2001,2079,0.798
60000237,2002,2145,0.798
60000237,2011,3057,1.631
60000237,2012,3185,1.631
60000237,2013,3295,1.631
60000237,2014,3455,1.631
60000237,2015,3576,1.631
60000238,2006,1244,24.197
60000238,2007,1302,24.197
60000238,2008,1070,42.508
60000238,2009,1130,42.508
60000238,2010,1188,42.508
60000238,2011,1377,35.909
60000238,2012,1457,35.909
60000238,2013,2038,17.598
60000238,2014,1876,24.496
60000238,2015,1942,24.496
60000238,2016,2972,6.898
60000238,2017,2656,12.990
60000238,2018,2743,12.990
60000238,2019,3438,6.092
60000238,2020,3500,6.092
60000239,1994,103,131.246
60000239,1995,100,257.031
60000239,1996,95,427.601
60000239,1997,94,599.788
60000239,1998,96,736.431
60000239,1999,108,694.967
60000239,2000,112,680.755
60000239,2001,126,607.217
60000239,2002,149,502.337
60000239,2003,190,417.266
60000239,2004,155,515.130
60000239,2005,139,583.635
60000239,2006,136,681.679
60000239,2007,108,830.530
60000239,2008,95,999.313
60000239,2009,88,1158.710
60000239,2010,89,1254.373
60000239,2011,84,1486.574
60000239,2012,85,1640.450
60000239,2013,85,1830.207
60000239,2014,92,1807.078
60000239,2015,100,1855.236
60000239,2016,114,1733.775
60000239,2017,116,1653.370
60000239,2018,117,1679.165
60000239,2019,109,1686.088
60000239,2020,109,1743.874
60000248,1994,648,8.520
60000248,1995,925,8.520
60000248,1996,1095,8.520
60000248,1997,1211,9.972
60000248,1998,1340,9.972
60000248,1999,1879,1.452
60000248,2000,1923,1.452
60000248,2001,1970,1.452
60000248,2003,1474,11.384
60000248,2004,1141,22.606
60000248,2005,995,33.696
60000248,2006,950,44.238
60000248,2007,986,44.238
60000248,2008,1026,46.024
60000248,2009,1229,34.802
60000248,2010,1381,30.610
60000248,2011,1770,20.068
60000248,2012,1883,20.068
60000248,2013,2250,13.971
60000248,2014,2316,13.971
60000248,2015,2814,7.073
60000248,2016,2522,13.649
60000248,2017,1842,31.524
60000248,2018,2088,24.451
60000248,2019,1762,37.561
60000248,2020,1712,42.572
60000264,1994,90,154.841
60000264,1995,88,295.099
60000264,1996,91,446.334
60000264,1997,98,574.100
60000264,1998,91,772.709
60000264,1999,94,799.327
60000264,2000,98,783.470
60000264,2001,104,719.777
60000264,2002,95,750.610
60000264,2003,118,631.902
60000264,2004,130,586.593
60000264,2005,112,707.200
60000264,2006,110,773.978
60000264,2007,133,739.236
60000264,2008,109,907.894
60000264,2009,103,1010.300
60000264,2010,137,942.482
60000264,2011,130,1066.352
60000264,2012,144,1090.603
60000264,2013,178,987.651
60000264,2014,197,977.765
60000264,2015,188,1015.685
60000264,2016,209,956.874
60000264,2017,193,1035.462
60000264,2018,180,1114.192
60000264,2019,184,1096.462
60000264,2020,194,1081.331
60000273,2009,3005,0.915
60000273,2010,3127,0.915
60000273,2011,3229,0.915
60000273,2012,3389,0.915
60000273,2013,3499,0.915
60000305,1994,55,262.470
60000305,1995,74,413.010
60000305,1996,71,672.389
60000305,1997,70,914.792
60000305,1998,61,1305.680
60000305,1999,64,1272.461
60000305,2000,63,1253.432
60000305,2001,68,1098.015
60000305,2002,69,999.684
60000305,2003,90,816.972
60000305,2004,96,770.109
60000305,2005,92,816.753
60000305,2006,91,904.759
60000305,2007,91,983.838
60000305,2008,99,966.794
60000305,2009,90,1151.506
60000305,2010,90,1242.898
60000305,2011,103,1268.876
60000305,2012,111,1365.469
60000305,2013,119,1377.515
60000305,2014,152,1202.612
60000305,2015,164,1157.258
60000305,2016,176,1133.688
60000305,2017,214,978.690
60000305,2018,223,937.266
60000305,2019,242,831.255
60000305,2020,281,741.470
60000308,2000,1909,1.516
60000308,2001,1959,1.516
60000308,2002,1416,11.630
60000308,2003,1443,11.630
60000308,2004,1248,18.827
60000308,2005,1347,17.311
60000308,2006,955,43.564
60000308,2007,990,43.794
60000308,2008,1056,43.794
60000308,2009,1201,36.597
60000308,2010,1278,36.597
60000308,2011,1882,17.208
60000308,2012,2216,13.712
60000308,2013,921,99.338
60000308,2014,853,128.407
60000308,2015,737,173.168
60000308,2016,666,213.017
60000308,2017,584,266.871
60000308,2018,675,217.288
60000308,2019,668,222.422
60000308,2020,682,226.219
60000316,2002,1667,7.281
60000316,2003,1691,7.281
60000316,2004,1763,7.281
60000316,2005,1820,7.281
60000316,2006,1945,7.281
60000316,2010,2478,6.898
60000316,2011,2579,6.898
60000316,2012,1729,24.444
60000316,2013,1803,24.444
60000316,2014,1884,24.444
60000316,2015,2259,17.546
60000316,2016,2016,24.122
60000316,2017,2946,7.314
60000316,2018,3050,7.314
60000316,2019,3173,7.314
60000316,2020,3312,7.314
60000349,2005,1631,11.090
60000349,2006,1707,11.090
60000349,2007,1781,11.090
60000349,2008,1909,11.090
60000349,2009,2001,11.090
60000349,2019,3583,5.165
60000349,2020,3647,5.165
60000356,1994,535,15.599
60000356,1995,656,17.128
60000356,1996,407,73.461
60000356,1997,490,73.461
60000356,1998,481,97.580
60000356,1999,432,125.260
60000356,2000,419,139.585
60000356,2001,430,128.365
60000356,2002,359,175.625
60000356,2003,346,198.310
60000356,2004,302,246.361
60000356,2005,269,312.806
60000356,2006,301,303.608
60000356,2007,278,361.274
60000356,2008,249,420.219
60000356,2009,276,424.148
60000356,2010,305,430.095
60000356,2011,241,597.057
60000356,2012,264,600.411
60000356,2013,285,601.080
60000356,2014,236,774.041
60000356,2015,238,799.257
60000356,2016,261,750.069
60000356,2017,265,748.791
60000356,2018,260,782.345
60000356,2019,287,692.403
60000356,2020,249,826.630
60000371,2009,2908,1.230
60000371,2010,3042,1.230
60000371,2011,3168,1.230
60000371,2012,3304,1.230
60000371,2013,3433,1.230
60000371,2016,2116,20.321
60000371,2017,2166,20.321
60000371,2018,2223,20.321
60000371,2019,2277,20.321
60000371,2020,2362,20.321
60000377,2016,2469,13.745
60000377,2017,2553,13.745
60000377,2018,2295,19.346
60000377,2019,2350,19.346
60000377,2020,2390,19.346
60000387,2020,3746,5.011
60000389,2002,2198,0.478
60000389,2003,2273,0.478
60000389,2004,2429,0.478
60000389,2005,2539,0.478
60000389,2006,2681,0.478
60000396,2000,1596,7.927
60000396,2001,1610,7.927
60000396,2002,1620,7.927
60000396,2003,1655,7.927
60000396,2004,1062,26.346
60000396,2005,1308,18.419
60000396,2006,1387,18.419
60000396,2007,1469,18.419
60000396,2008,1552,18.419
60000396,2016,2760,11.101
60000396,2017,2826,11.101
60000396,2018,2936,11.101
60000396,2019,3043,11.101
60000396,2020,3135,11.101
60000401,1994,262,43.616
60000401,1995,185,132.340
60000401,1996,198,206.481
60000401,1997,210,264.255
60000401,1998,189,385.441
60000401,1999,201,384.425
60000401,2000,201,404.250
60000401,2001,202,383.238
60000401,2002,186,404.758
60000401,2003,216,359.871
60000401,2004,212,375.615
60000401,2005,254,329.371
60000401,2006,248,370.361
60000401,2007,232,446.048
60000401,2008,221,498.891
60000401,2009,197,600.313
60000401,2010,184,724.751
60000401,2011,187,790.464
60000401,2012,192,856.824
60000401,2013,197,888.006
60000401,2014,193,987.569
60000401,2015,203,961.695
60000401,2016,175,1134.069
60000401,2017,187,1061.458
60000401,2018,174,1145.568
60000401,2019,195,1049.105
60000401,2020,191,1097.891
60000402,1996,935,15.599
60000402,1997,749,31.198
60000402,1998,845,31.198
60000402,1999,709,47.813
60000402,2000,659,55.740
60000402,2001,729,47.330
60000402,2002,812,39.012
60000402,2003,850,39.012
60000402,2004,865,41.183
60000402,2005,874,43.589
60000402,2006,1036,36.400
60000402,2007,1206,29.119
60000402,2008,1260,29.119
60000402,2009,2093,10.333
60000402,2010,1781,16.465
60000402,2011,1906,16.465
60000402,2012,2024,16.465
60000402,2013,2103,16.465
60000402,2014,1754,28.517
60000402,2015,2618,12.052
60000402,2016,2691,12.052
60000402,2017,2769,12.052
60000402,2018,2443,17.653
60000402,2019,3470,5.601
60000402,2020,3540,5.601
60000409,2006,1841,9.702
60000409,2007,1932,9.702
60000409,2008,2063,9.702
60000409,2009,2144,9.702
60000409,2010,2140,10.966
60000409,2011,3167,1.264
60000409,2012,3303,1.264
60000409,2013,3432,1.264
60000409,2014,3585,1.264
60000409,2016,3226,6.576
60000409,2017,3241,6.576
60000409,2018,3260,6.576
60000409,2019,1752,37.961
60000409,2020,1701,42.972
60000411,2003,1912,3.544
60000411,2004,2048,3.544
60000411,2005,2149,3.544
60000411,2006,2300,3.544
60000411,2007,2441,3.544
60000414,2003,1765,7.129
60000414,2004,1888,7.129
60000414,2005,1936,7.129
60000414,2006,2023,7.129
60000414,2007,2084,7.129
60000414,2010,1979,13.481
60000414,2011,2135,13.481
60000414,2012,2225,13.481
60000414,2013,1925,20.554
60000414,2014,1999,20.554
60000414,2015,2811,7.073
60000414,2016,2885,7.073
60000414,2017,2960,7.073
60000414,2019,2656,14.047
60000414,2020,2594,16.433
60000434,2005,2372,1.388
60000434,2006,2532,1.388
60000434,2007,2659,1.388
60000434,2008,2779,1.388
60000434,2009,2869,1.388
60000434,2016,3658,1.740
60000434,2017,3774,1.740
60000434,2018,3892,1.740
60000434,2019,4024,1.740
60000434,2020,4162,1.740
60000463,2007,2699,1.083
60000463,2008,2821,1.083
60000463,2009,1700,16.268
60000463,2010,1734,17.783
60000463,2011,1596,24.647
60000463,2012,1479,35.130
60000463,2013,1538,35.130
60000463,2014,1958,21.124
60000463,2015,2158,19.609
60000463,2016,2642,12.745
60000463,2017,2951,7.271
60000463,2018,3054,7.271
60000463,2019,2287,20.139
60000463,2020,2367,20.139
60000473,1994,196,61.759
60000473,1995,251,94.180
60000473,1996,322,105.682
60000473,1997,342,133.606
60000473,1998,382,144.085
60000473,1999,474,103.977
60000473,2000,504,98.080
60000473,2001,479,108.218
60000473,2002,505,94.947
60000473,2003,526,94.398
60000473,2004,436,141.104
60000473,2005,482,131.372
60000473,2006,485,147.021
60000473,2007,514,145.622
60000473,2008,479,177.127
60000473,2009,564,149.277
60000473,2010,584,162.746
60000473,2011,627,161.890
60000473,2012,717,148.636
60000473,2013,810,126.684
60000473,2014,851,128.486
60000473,2015,830,138.591
60000473,2016,929,117.730
60000473,2017,748,176.073
60000473,2018,754,182.723
60000473,2019,779,172.736
60000473,2020,794,173.304
60000480,1995,685,16.615
60000480,1996,854,16.615
60000480,1997,974,16.615
60000480,1998,1087,16.615
60000480,1999,1148,16.615
60000480,2003,1930,3.276
60000480,2004,2069,3.276
60000480,2005,2165,3.276
60000480,2006,2315,3.276
60000480,2007,2460,3.276
60000480,2011,2704,6.864
60000480,2012,2441,9.811
60000480,2013,1854,22.221
60000480,2014,1928,22.221
60000480,2015,1986,22.221
60000480,2016,2393,15.357
60000480,2017,2729,12.410
60000480,2019,2856,13.110
60000480,2020,2741,14.291
60000481,1994,222,52.313
60000481,1995,165,149.944
60000481,1996,208,191.926
60000481,1997,200,279.771
60000481,1998,188,387.992
60000481,1999,167,462.395
60000481,2000,167,489.043
60000481,2001,155,499.407
60000481,2002,141,525.142
60000481,2003,134,552.158
60000481,2004,144,541.818
60000481,2005,142,581.555
60000481,2006,115,744.503
60000481,2007,113,805.167
60000481,2008,115,870.971
60000481,2009,105,1001.193
60000481,2010,103,1140.542
60000481,2011,118,1166.990
60000481,2012,118,1304.091
60000481,2013,123,1355.393
60000481,2014,141,1299.296
60000481,2015,148,1258.907
60000481,2016,158,1206.925
60000481,2017,167,1177.808
60000481,2018,161,1221.517
60000481,2019,159,1239.293
60000481,2020,169,1194.960
60000485,2001,1999,1.284
60000485,2002,2058,1.284
60000485,2003,2126,1.284
60000485,2004,2164,2.103
60000485,2005,2264,2.103
60000485,2006,2657,0.819
60000485,2007,2772,0.819
60000485,2008,1693,13.989
60000485,2009,1880,13.170
60000485,2010,2036,13.170
60000485,2011,1557,26.898
60000485,2012,1379,40.634
60000485,2013,1699,28.232
60000485,2014,1762,28.232
60000485,2015,1826,28.232
60000485,2016,1707,35.684
60000485,2017,2088,22.686
60000485,2018,2172,21.918
60000485,2019,2166,23.545
60000485,2020,2201,24.389
60000497,1994,786,3.948
60000497,1995,915,9.301
60000497,1996,1034,11.999
60000497,1997,681,35.121
60000497,1998,634,54.237
60000497,1999,670,52.546
60000497,2000,660,55.699
60000497,2001,633,60.954
60000497,2002,747,46.355
60000497,2003,730,52.537
60000497,2004,697,61.981
60000497,2005,613,84.438
60000497,2006,694,79.386
60000497,2007,649,96.170
60000497,2008,629,112.703
60000497,2009,656,115.727
60000497,2010,705,117.715
60000497,2011,650,154.873
60000497,2012,701,155.153
60000497,2013,804,128.994
60000497,2014,835,132.306
60000497,2015,905,116.625
60000497,2016,862,132.563
60000497,2017,824,149.606
60000497,2018,843,147.869
