plc_score-w-std,adv_ev-w-win99-std,first_ev-w-win99-std_mean,adv_euclid,adv_experience,adviser,stu_sex,school_rank-w,stu_year,stu_jel,stu_school,adv_occ
,1.3986322240663402,1.680856979859208,166.05,23,a55331486100,female,21,2001,J,Columbia University,1.0
,0.1829862583603601,0.1692075043116426,108.44,19,a7006078050,male,281,2001,O,Kansas State University,0.0
,-0.155872400071747,0.0686601021063953,0.0,0,a6507256174,male,418,2002,F,Carleton University,0.0
,-0.1253420781624813,0.1160940489365257,55.767,32,a6701362825,male,196,2003,O,George Washington University,1.0
,,,6.0,5,a7202304945,male,113,2002,O,Purdue University,0.0
,-0.165398830292359,-0.1531853747128892,68.162,36,a7007020645,male,14,2002,F,University of Pennsylvania,0.0
,-0.1672143866692088,-0.1672108731575179,4.1231,2,a36109285800,female,45,2002,O,Brown University,0.0
,-0.1661822082595528,-0.1608815691404239,285.4,22,a7003941859,female,9,2002,F,University of Chicago,0.0
,-0.1661822082595528,-0.1608815691404239,285.4,22,a7003941859,male,92,2002,F,University of Georgia,0.0
,-0.1427640170994013,-0.1425882875429187,1332.2,30,a7403703776,male,424,2004,E,George Mason University,1.0
,-0.1492218560846151,-0.1482467311263933,41.905,17,a57191123329,female,222,2000,J,Georgetown University,2.0
4.385813817657563,-0.1492218560846151,-0.1482467311263933,41.905,17,a57191123329,male,10,2000,J,University of Chicago,2.0
0.223295594678742,-0.1671912903069823,-0.1670736629724986,19.365,16,a6602376770,male,337,2002,O,Northeastern University,2.0
,,,21.378,33,a6603139873,male,612,2002,O,Fordham University,0.0
,-0.1421651887911509,-0.1403033328864093,38.91,6,a6701711758,male,69,2003,E,Vanderbilt University,0.0
0.1258480770128304,-0.1580762619793748,-0.1579779691495343,109.05,21,a6603999193,female,15,2001,J,University of Wisconsin,2.0
2.5594517835636488,-0.1580762619793748,-0.1579779691495343,109.05,21,a6603999193,male,14,2001,J,University of Pennsylvania,2.0
,-0.1580762619793748,-0.1579779691495343,109.05,21,a6603999193,male,11,2001,J,University of Chicago,2.0
,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,male,15,2001,M,University of Wisconsin,2.0
,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,male,58,2001,M,University of Pittsburgh,2.0
,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,male,185,2001,M,Queen's University,2.0
-0.2789930416849852,-0.1617493151959496,-0.1383282960215493,77.208,8,a7003899796,female,77,2002,E,University of Virginia,1.0
,-0.1617493151959496,-0.1383282960215493,77.208,8,a7003899796,male,12,2002,E,"University of California, Los Angeles",1.0
,-0.1541764923295838,-0.1471475289082542,31.984,14,a6603438007,female,11,2001,G,University of Chicago,1.0
,-0.1541764923295838,-0.1471475289082542,31.984,14,a6603438007,male,26,2001,G,University of Toronto,1.0
,-0.1424588130463287,-0.1416465396796606,33.541,13,a6602404060,male,3,2003,G,Massachusetts Institute of Technology,0.0
,-0.1424588130463287,-0.1416465396796606,33.541,13,a6602404060,female,77,2003,G,"University of Illinois, Chicago",0.0
0.4452319590871013,-2.8436237674705075e-05,0.0793916646943137,792.73,23,a7402863842,female,168,2004,J,Queen's University,3.0
,1.3723870403003704,0.6364891482252095,79.844,30,a7003934170,male,20,2003,H,University of Michigan,1.0
,,,66.723,12,a6701694147,female,76,2000,O,Vanderbilt University,0.0
,,,66.723,12,a6701694147,male,1042,2000,O,Claremont Graduate University,0.0
,-0.1393700222438944,-0.1373392784884631,169.57,17,a7101861907,male,2,2004,G,Harvard University,0.0
,-0.1393700222438944,-0.1373392784884631,169.57,17,a7101861907,male,8,2004,G,Princeton University,0.0
,-0.1393700222438944,-0.1373392784884631,169.57,17,a7101861907,male,577,2004,G,Temple University,0.0
1.390604299859195,0.0472357045371606,0.8356767849033624,41.231,20,a7103228893,male,11,2001,D,University of Chicago,2.0
,0.0472357045371606,0.8356767849033624,41.231,20,a7103228893,male,112,2001,D,Colorado State University,2.0
,0.0472357045371606,0.8356767849033624,41.231,20,a7103228893,female,18,2001,D,Cornell University,2.0
-0.2891248442067716,0.0472357045371606,0.8356767849033624,41.231,20,a7103228893,male,1,2001,D,"University of California, Berkeley",2.0
,-0.1671967566210424,-0.167142388300525,34.554,17,a6602572994,female,24,2002,L,University of Illinois,3.0
-0.2396561564023892,-0.1671967566210424,-0.167142388300525,34.554,17,a6602572994,male,119,2002,L,University of New Mexico,3.0
