plc_score-w-std,adv_ev-w-win99-std,first_ev-w-win99-std_mean,adv_euclid,adv_experience,adviser,stu_sex,school_rank-w,stu_year,stu_jel,stu_school,adv_occ
,-0.1475147374737152,-0.099784386835686,118.56,25,a7004529142,male,281,2001,O,Kansas State University,0.0
,-0.1475147374737152,-0.099784386835686,118.56,25,a7004529142,male,45,2001,J,New York University,0.0
,,,378.03,29,a56209838200,male,418,2002,F,Carleton University,0.0
,,,21.048,30,a7006629188,male,113,2002,O,Purdue University,0.0
,-0.1656641365723931,-0.1583060965103213,35.833,21,a7402346837,male,14,2002,F,University of Pennsylvania,2.0
,-0.1656641365723931,-0.1583060965103213,35.833,21,a7402346837,male,14,2002,J,University of Pennsylvania,2.0
,-0.1609309152741155,-0.1432001167244903,9.2195,11,a6603584226,female,45,2002,O,Brown University,0.0
,-0.1609309152741155,-0.1432001167244903,9.2195,11,a6603584226,male,24,2002,O,University of Illinois,0.0
,0.4017023657769615,0.6821150790080163,138.74,24,a7201726998,female,9,2002,F,University of Chicago,0.0
,-0.1289062767193129,-0.096087798810763,234.62,12,a7202434234,male,424,2004,E,George Mason University,2.0
,-0.1289062767193129,-0.096087798810763,234.62,12,a7202434234,male,38,2004,G,Duke University,2.0
,-0.1486112554086469,-0.1480451120361669,57.332,31,a6701464844,female,222,2000,J,Georgetown University,2.0
0.223295594678742,-0.143665301024541,-0.0123490180045623,37.881,16,a6701876850,male,337,2002,O,Northeastern University,2.0
,-0.143665301024541,-0.0123490180045623,37.881,16,a6701876850,male,426,2002,J,University of Wyoming,2.0
,,,28.705,21,a7005220122,male,612,2002,O,Fordham University,0.0
,-0.1396357122024268,-0.1325343264260002,237.27,28,a6603414469,male,69,2003,E,Vanderbilt University,0.0
0.1258480770128304,-0.1524331294374119,-0.1322804381400866,30.232,24,a6603062816,female,15,2001,J,University of Wisconsin,2.0
,0.0884394955286193,0.8425139979606486,37.961,9,a6602989968,male,15,2001,M,University of Wisconsin,0.0
,0.0884394955286193,0.8425139979606486,37.961,9,a6602989968,male,3,2001,F,Harvard University,0.0
-0.2789930416849852,,,992.07,43,a7202610689,female,77,2002,E,University of Virginia,0.0
,,,16.401,32,a55740154300,female,11,2001,G,University of Chicago,0.0
,-0.1418089430578579,-0.0962350765961169,0.0,0,a7401692476,male,3,2003,G,Massachusetts Institute of Technology,0.0
,-0.1418089430578579,-0.0962350765961169,0.0,0,a7401692476,male,11,2003,F,"University of California, Los Angeles",0.0
,-0.1418089430578579,-0.0962350765961169,0.0,0,a7401692476,female,41,2003,J,New York University,0.0
0.4452319590871013,,,6.4031,11,a6603310632,female,168,2004,J,Queen's University,0.0
,-0.1392703697488013,-0.1200419112240187,171.48,15,a6602555419,male,2,2004,G,Harvard University,2.0
,-0.1392703697488013,-0.1200419112240187,171.48,15,a6602555419,male,189,2004,P,University of Delaware,2.0
1.390604299859195,-0.1554596535441089,-0.1395217488069734,44.989,45,a7006533101,male,11,2001,D,University of Chicago,2.0
,-0.1554596535441089,-0.1395217488069734,44.989,45,a7006533101,male,44,2001,G,Duke University,2.0
,-0.1645820703121784,-0.12457217987247,51.342,9,a6602306535,female,24,2002,L,University of Illinois,1.0
,-0.0871973275563051,0.5026534901843107,15.843,6,a6507289902,female,60,2000,O,Michigan State University,1.0
14.816650960780333,-0.1427848943617225,-0.1421147877559205,55.163,14,a6602176904,male,4,2004,D,Stanford University,5.0
,-0.1427848943617225,-0.1421147877559205,55.163,14,a6602176904,male,42,2004,L,Boston University,5.0
,-0.1343840898707326,-0.1086034342624981,102.83,21,a7202181658,female,77,2003,G,"University of Illinois, Chicago",0.0
-0.0999051498338452,-0.1424754132337558,-0.1421157409077962,32.573,6,a7404802174,male,6,2003,D,University of Washington,1.0
,-0.1426662660800498,-0.1423109919943828,79.385,25,a7003934025,male,131,2004,D,University of Missouri,0.0
0.3162410337052192,,,73.457,27,a6602858174,male,40,2003,J,Duke University,0.0
,,,0.0,1,a10046162800,male,32,2002,O,University of Minnesota,0.0
-0.2321829046399592,0.5145542561789018,2.7041664438599646,45.365,5,a6602659594,male,156,2002,O,University of Houston,2.0
,0.5145542561789018,2.7041664438599646,45.365,5,a6602659594,male,1,2002,E,"University of California, Berkeley",2.0
-0.0016254263767127,0.5145542561789018,2.7041664438599646,45.365,5,a6602659594,male,81,2002,G,Indiana University,2.0
,-0.1405716188909884,-0.1284195925204064,61.025,30,a7404023571,male,11,2003,E,"University of California, Los Angeles",1.0
,,,92.076,35,a7404299884,male,43,2001,D,Brown University,0.0
,,,92.076,35,a7404299884,female,11,2001,G,University of Chicago,0.0
,,,92.076,35,a7404299884,female,185,2001,G,Queen's University,0.0
2.757024699868861,-0.1672033014340249,-0.1671390838005325,18.466,25,a7102223756,female,12,2002,J,"University of California, Los Angeles",1.0
-0.0718018400845972,-0.0168070604606416,0.9873203778833116,126.16,14,a7402925175,male,991,2002,H,Claremont Graduate University,4.0
,-0.0168070604606416,0.9873203778833116,126.16,14,a7402925175,male,22,2002,F,Johns Hopkins University,4.0
,-0.0168070604606416,0.9873203778833116,126.16,14,a7402925175,male,24,2002,F,University of Illinois,4.0
5.793052139387619,-0.0168070604606416,0.9873203778833116,126.16,14,a7402925175,male,3,2002,F,Harvard University,4.0
,,,0.0,1,a6701762673,male,72,2002,O,Vanderbilt University,0.0
,,,0.0,1,a6701762673,male,239,2002,L,University of South Carolina,0.0
2.929465740348284,-0.1427212861265896,-0.1422372859342558,140.62,11,a54885038500,female,44,2004,C,Rutgers University,2.0
,,,12.61,21,a6602517960,male,501,2004,E,Fordham University,0.0
,,,12.61,21,a6602517960,male,19,2004,E,University of Michigan,0.0
-0.2494630557001892,,,12.61,21,a6602517960,male,508,2004,F,West Virginia University,0.0
,,,12.61,21,a6602517960,male,5,2004,D,University of Chicago,0.0
,,,275.12,33,a24569108400,male,17,2004,O,Columbia University,0.0
0.2062512140254397,0.1829862583603601,0.1692075043116426,108.44,19,a7006078050,male,63,2001,E,University of Iowa,4.0
12.008292629792384,0.1829862583603601,0.1692075043116426,108.44,19,a7006078050,female,2,2001,I,Massachusetts Institute of Technology,4.0
8.698441680707282,0.1829862583603601,0.1692075043116426,108.44,19,a7006078050,male,11,2001,O,University of Chicago,4.0
,0.1829862583603601,0.1692075043116426,108.44,19,a7006078050,female,595,2001,F,Clark University,4.0
,,,61.563,31,a6603231686,male,908,2004,O,Claremont Graduate University,0.0
,3.1889391493898,0.8759895873039688,3.6056,2,a7202703940,male,133,2002,P,Colorado State University,1.0
,3.1889391493898,0.8759895873039688,3.6056,2,a7202703940,female,220,2002,D,Virginia Polytechnic Institute and State University,1.0
,-0.1592843364197048,-0.0590787406165814,66.498,15,a24405121400,male,464,2002,J,"University of Wisconsin, Milwaukee",1.0
,-0.1424844344072371,-0.142414662773023,35.958,24,a7102087591,male,353,2003,E,Wayne State University,0.0
,1.5634605371530172,1.2559851451677244,15.492,10,a7005931636,female,38,2001,F,University of Maryland,1.0
,1.5634605371530172,1.2559851451677244,15.492,10,a7005931636,female,1,2001,O,"University of California, Berkeley",1.0
,-0.1420927647001217,-0.1377671095815525,108.24,25,a6602820213,male,132,2003,H,Colorado State University,0.0
,-0.1568616619272864,-0.1134358368458136,5.5678,15,a36860440200,,649,2001,E,American University,0.0
,0.0837651968000711,0.4249675268760995,25.846,4,a7202703940,male,198,2004,E,University of Kansas,1.0
,0.0837651968000711,0.4249675268760995,25.846,4,a7202703940,male,37,2004,P,"University of California, Irvine",1.0
4.868991572371262,-0.1407593546512484,-0.1377354972255497,115.65,14,a6603477130,female,196,2003,J,George Washington University,2.0
,-0.1407593546512484,-0.1377354972255497,115.65,14,a6603477130,male,251,2003,E,Kansas State University,2.0
,-0.1407593546512484,-0.1377354972255497,115.65,14,a6603477130,male,30,2003,L,University of Colorado,2.0
,-0.1173739532349663,-0.1366700833128281,40.398,9,a7004224889,male,34,2001,R,"University of California, Santa Barbara",3.0
0.5801472504895022,-0.1173739532349663,-0.1366700833128281,40.398,9,a7004224889,male,71,2001,C,Indiana University,3.0
0.1283971288130759,-0.1543577148044467,-0.1481205246631035,234.66,23,a7004449292,female,161,2002,C,McMaster University,2.0
,-0.1543577148044467,-0.1481205246631035,234.66,23,a7004449292,female,655,2002,M,American University,2.0
,,,28.792,17,a6506102163,female,373,2001,I,Georgia State University,0.0
-0.1753665903932905,,,28.792,17,a6506102163,male,5,2001,J,"University of California, San Diego",0.0
,-0.1580637739975927,-0.157999013647486,43.977,16,a7006807390,male,15,2001,C,University of Wisconsin,2.0
,-0.1377214623502251,-0.1025588504074963,131.48,20,a6601957054,male,7,2003,G,University of Chicago,0.0
,-0.1377214623502251,-0.1025588504074963,131.48,20,a6601957054,male,1,2003,G,"University of California, Berkeley",0.0
,-0.154684380879127,-0.1423287199461407,11.747,10,a7403279961,male,127,2001,D,North Carolina State University,1.0
5.212627521585705,-0.154684380879127,-0.1423287199461407,11.747,10,a7403279961,male,69,2001,C,Ohio State University,1.0
,-0.1352360977511924,0.3220652672690373,100.18,8,a7006017367,male,511,2001,E,Southern Illinois University,1.0
-0.2044573927870456,-0.1352360977511924,0.3220652672690373,100.18,8,a7006017367,male,58,2001,E,University of Pittsburgh,1.0
1.6849081564888633,-0.0742761635883655,0.5789987636303437,64.529,18,a57204260323,male,18,2000,F,University of Pennsylvania,1.0
,-0.1450885477909781,-0.0911939488607851,31.812,15,a7101685891,female,1046,2000,J,New School for Social Research,0.0
-0.1730336307133697,-0.0888978660161155,1.1120010086889454,20.05,6,a7102424162,female,38,2001,G,University of Maryland,3.0
,-0.0888978660161155,1.1120010086889454,20.05,6,a7102424162,male,9,2001,E,Princeton University,3.0
1.3333445609858947,-0.0888978660161155,1.1120010086889454,20.05,6,a7102424162,female,185,2001,G,Queen's University,3.0
,,,38.626,41,a7004487955,male,330,2001,D,Northern Illinois University,0.0
0.3163037494115033,,,38.626,41,a7004487955,female,52,2001,I,University of Rochester,0.0
-0.0830923760735409,,,38.626,41,a7004487955,male,12,2001,F,"University of California, Los Angeles",0.0
,-0.1519865241295931,-0.0631996732539466,155.49,21,a57212812732,male,390,2002,G,Texas Tech University,1.0
,-0.1519865241295931,-0.0631996732539466,155.49,21,a57212812732,female,97,2002,O,University of Missouri,1.0
,-0.1502042991551379,-0.1473986761313649,105.75,16,a7403288842,male,252,2001,O,Simon Fraser University,0.0
,-0.1300621663793844,-0.045144428697881,57.905,10,a6602431067,male,101,2000,O,Colorado State University,1.0
,-0.1382437286933439,-0.1310123988673034,195.05,11,a35508864200,female,27,2003,J,"University of California, Davis",2.0
,-0.1382437286933439,-0.1310123988673034,195.05,11,a35508864200,female,1175,2003,O,New School for Social Research,2.0
,-0.1382437286933439,-0.1310123988673034,195.05,11,a35508864200,male,7,2003,H,University of Chicago,2.0
,-0.1382437286933439,-0.1310123988673034,195.05,11,a35508864200,male,32,2003,D,University of Minnesota,2.0
,-0.1389270460567609,-0.1048854923587987,35.665,24,a55936061300,female,30,2003,J,University of Colorado,0.0
2.233275204206447,-0.1492158971727922,-0.1490404573637267,0.0,2,a7101605895,male,10,2000,G,University of Chicago,2.0
4.076640534065451,-0.1492158971727922,-0.1490404573637267,0.0,2,a7101605895,male,29,2000,I,University of North Carolina,2.0
,-0.1605391712577922,-0.1442897150905956,109.62,15,a7101866161,male,240,2002,O,Kansas State University,0.0
,-0.1605391712577922,-0.1442897150905956,109.62,15,a7101866161,female,189,2002,E,Georgetown University,0.0
,,,31.177,19,a6506102163,male,1029,2003,O,Claremont Graduate University,0.0
,,,31.177,19,a6506102163,male,247,2003,H,University of Kentucky,0.0
,,,16.031,14,a6602988854,male,114,2002,E,Iowa State University,0.0
,,,16.031,14,a6602988854,male,66,2002,E,Ohio State University,0.0
,,,16.031,14,a6602988854,female,935,2002,G,City University of New York,0.0
,-0.148411580413687,-0.1418853340176227,5.831,2,a7101684069,male,101,2000,G,Colorado State University,0.0
,-0.148411580413687,-0.1418853340176227,5.831,2,a7101684069,male,310,2000,L,Boston College,0.0
,-0.1663354511417865,-0.1630724988793949,89.23,33,a6603012466,male,668,2002,O,Howard University,1.0
,-0.1663354511417865,-0.1630724988793949,89.23,33,a6603012466,male,991,2002,E,Claremont Graduate University,1.0
,-0.1376169089882736,-0.0993478177008264,43.336,20,a7403925856,male,385,2004,I,Texas Tech University,2.0
9.253238264929768,-0.1376169089882736,-0.0993478177008264,43.336,20,a7403925856,male,3,2004,G,Massachusetts Institute of Technology,2.0
1.870442139546673,-0.1255288771829851,-0.0276745148625427,0.0,5,a6506495459,male,6,2004,O,University of Washington,2.0
9.616233550023876,-0.1167111805366289,-0.0766253064722383,131.24,11,a7006281660,male,3,2003,E,Massachusetts Institute of Technology,2.0
,-0.1167111805366289,-0.0766253064722383,131.24,11,a7006281660,male,6,2003,I,University of Washington,2.0
-0.2733076488776618,-0.1423434948297993,-0.1378498552269986,29.172,14,a7101850882,female,194,2004,F,University of Houston,3.0
0.1895915184111646,-0.1416663772235324,-0.123100875969623,38.601,7,a36884142900,male,3,2003,C,Massachusetts Institute of Technology,2.0
0.1246963854020413,-0.1518011720305294,-0.0828561482900887,64.923,18,a6603648434,male,261,2002,D,Simon Fraser University,1.0
2.757024699868861,-0.1518011720305294,-0.0828561482900887,64.923,18,a6603648434,male,14,2002,C,University of Pennsylvania,1.0
,,,916.69,42,a7202610689,male,21,2001,D,Columbia University,0.0
,-0.1296960490879231,0.2889180426545598,9.2195,22,a6602642797,female,1,2002,O,"University of California, Berkeley",0.0
,-0.1424701351905711,-0.1421385282032667,39.547,18,a7003467291,female,23,2003,J,University of Illinois,1.0
12.891448314511354,-0.1424701351905711,-0.1421385282032667,39.547,18,a7003467291,female,4,2003,D,Stanford University,1.0
,-0.1424881826237939,-0.1423900324350942,28.178,4,a6603644753,male,18,2003,F,Columbia University,1.0
,-0.1656475939807982,-0.1446511687348601,33.242,16,a6602582312,male,9,2002,G,University of Chicago,2.0
-0.2660733345191779,-0.0799888653222807,-0.0309370614431708,143.85,14,a6602555419,female,30,2003,O,University of Colorado,2.0
,-0.0799888653222807,-0.0309370614431708,143.85,14,a6602555419,male,20,2003,O,University of Michigan,2.0
12.891448314511354,-0.0799888653222807,-0.0309370614431708,143.85,14,a6602555419,male,2,2003,G,Harvard University,2.0
0.4750276095343706,0.018086193834725,0.3402656791438976,41.593,17,a7201695946,male,21,2002,C,University of Michigan,1.0
,0.018086193834725,0.3402656791438976,41.593,17,a7201695946,male,1,2002,E,"University of California, Berkeley",1.0
,0.018086193834725,0.3402656791438976,41.593,17,a7201695946,male,178,2002,L,George Washington University,1.0
,,,4.3589,21,a6603827914,male,37,2000,F,University of Maryland,0.0
,-0.1632652770976679,-0.1409480169774445,196.47,42,a6701410902,male,41,2002,I,Duke University,4.0
