plc_score-w-std,adv_ev-w-win99-std,first_ev-w-win99-std_mean,adv_euclid,adv_experience,adviser,stu_sex,school_rank-w,stu_year,stu_jel,stu_school,adv_occ
,,,154.44,31,a7003765308,female,21,2001,J,Columbia University,0.0
,,,35.426,30,a6603492780,male,281,2001,O,Kansas State University,0.0
,,,28.74,15,a6603519629,male,418,2002,F,Carleton University,0.0
0.6392257930797306,,,28.74,15,a6603519629,male,1,2002,F,"University of California, Berkeley",0.0
,,,28.74,15,a6603519629,male,12,2002,F,"University of California, Los Angeles",0.0
,-0.1406120871184014,-0.1011149174325809,17.176,6,a6602743155,male,196,2003,O,George Washington University,1.0
,-0.1586361129850891,-0.0682250918324203,14.832,11,a55711896900,male,113,2002,O,Purdue University,1.0
,-0.1586361129850891,-0.0682250918324203,14.832,11,a55711896900,male,2,2002,O,Massachusetts Institute of Technology,1.0
0.7206343897505613,-0.1586361129850891,-0.0682250918324203,14.832,11,a55711896900,male,42,2002,O,New York University,1.0
,,,16.371,13,a7101863759,male,14,2002,F,University of Pennsylvania,0.0
,,,16.371,13,a7101863759,male,8,2002,F,University of Washington,0.0
,-0.1605391712577922,-0.1442897150905956,109.62,15,a7101866161,female,45,2002,O,Brown University,0.0
,-0.160902526756064,-0.1294083652064313,165.95,34,a6603571634,female,9,2002,F,University of Chicago,1.0
,-0.160902526756064,-0.1294083652064313,165.95,34,a6603571634,male,24,2002,F,University of Illinois,1.0
,-0.160902526756064,-0.1294083652064313,165.95,34,a6603571634,male,315,2002,F,Georgia State University,1.0
,-0.1427506390496691,-0.141943548604258,163.55,18,a35281139200,male,424,2004,E,George Mason University,4.0
4.120966131595527,-0.1427506390496691,-0.141943548604258,163.55,18,a35281139200,male,8,2004,E,Princeton University,4.0
,-0.1427506390496691,-0.141943548604258,163.55,18,a35281139200,female,501,2004,E,Fordham University,4.0
,-0.1449259375111219,-0.102475992058653,35.398,8,a7003650420,female,222,2000,J,Georgetown University,0.0
,-0.1449259375111219,-0.102475992058653,35.398,8,a7003650420,male,53,2000,J,Texas A&M University,0.0
0.223295594678742,-0.1353918682624203,0.0520268245284908,174.05,31,a15061926000,male,337,2002,O,Northeastern University,1.0
,-0.1353918682624203,0.0520268245284908,174.05,31,a15061926000,female,1,2002,O,"University of California, Berkeley",1.0
,-0.1353918682624203,0.0520268245284908,174.05,31,a15061926000,female,50,2002,O,Michigan State University,1.0
,-0.1488670431838032,-0.1590174913598038,87.881,12,a7005703248,male,612,2002,O,Fordham University,1.0
,-0.1488670431838032,-0.1590174913598038,87.881,12,a7005703248,female,991,2002,O,Claremont Graduate University,1.0
,-0.1424868174483772,-0.1423005126187589,5.7446,3,a24279383300,male,69,2003,E,Vanderbilt University,0.0
0.1258480770128304,-0.0800598670398123,-0.0972071542185757,38.223,27,a35320878200,female,15,2001,J,University of Wisconsin,1.0
-0.3029437055346283,-0.0800598670398123,-0.0972071542185757,38.223,27,a35320878200,female,379,2001,J,Binghamton University,1.0
,-0.0800598670398123,-0.0972071542185757,38.223,27,a35320878200,female,70,2001,J,University of Massachusetts,1.0
,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,male,15,2001,M,University of Wisconsin,2.0
5.300785285140022,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,male,58,2001,M,University of Pittsburgh,2.0
5.898877286462834,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,male,7,2001,M,Stanford University,2.0
,-0.1571771669760277,-0.155265094153746,207.3,37,a7005286020,female,3,2001,M,Harvard University,2.0
-0.2789930416849852,-0.166693429171496,-0.1649708806419888,105.0,7,a7403656319,female,77,2002,E,University of Virginia,1.0
0.9178211707460664,-0.166693429171496,-0.1649708806419888,105.0,7,a7403656319,male,37,2002,E,University of British Columbia,1.0
,-0.1575325137684484,-0.1557997993299915,65.635,22,a6602724008,female,11,2001,G,University of Chicago,1.0
5.898877286462834,-0.1575325137684484,-0.1557997993299915,65.635,22,a6602724008,male,9,2001,G,Princeton University,1.0
,-0.1424814307997148,-0.1421177288396852,49.91,47,a7006533101,male,3,2003,G,Massachusetts Institute of Technology,0.0
0.4452319590871013,-0.1407285808564166,-0.092800426937859,4.0,13,a15820477100,female,168,2004,J,Queen's University,2.0
7.982696324906513,-0.1407285808564166,-0.092800426937859,4.0,13,a15820477100,male,3,2004,J,Massachusetts Institute of Technology,2.0
,-0.1327321610870383,-0.1312109618780303,179.03,13,a7102733401,male,20,2003,H,University of Michigan,0.0
,-0.1327321610870383,-0.1312109618780303,179.03,13,a7102733401,male,247,2003,H,University of Kentucky,0.0
,-0.1217462748288284,0.0060552479514023,64.211,21,a6603162711,female,76,2000,O,Vanderbilt University,1.0
,-0.1366847816608051,-0.1312085059400806,540.7,42,a7006360852,male,2,2004,G,Harvard University,0.0
1.390604299859195,-0.1161999339257385,-0.0496054774891752,255.1,15,a6701526433,male,11,2001,D,University of Chicago,1.0
,-0.1649406126005329,-0.1597467080958128,79.284,23,a6603758347,female,24,2002,L,University of Illinois,1.0
,2.6990476212288232,1.2891122764002336,51.478,18,a6603659971,male,101,2000,O,Colorado State University,0.0
,2.6990476212288232,1.2891122764002336,51.478,18,a6603659971,male,60,2000,O,Michigan State University,0.0
,2.6990476212288232,1.2891122764002336,51.478,18,a6603659971,male,331,2000,O,Northeastern University,0.0
,-0.1492371227041,-0.1491490983205747,47.686,22,a7401878367,female,60,2000,O,Michigan State University,1.0
14.816650960780333,,,74.054,14,a6701796313,male,4,2004,D,Stanford University,0.0
0.5600383491247541,,,74.054,14,a6701796313,male,14,2004,D,University of Wisconsin,0.0
,-0.1424312231565365,-0.1419255311785675,913.41,22,a7102619783,female,77,2003,G,"University of Illinois, Chicago",2.0
-0.2906011239811265,-0.1424312231565365,-0.1419255311785675,913.41,22,a7102619783,female,46,2003,G,Michigan State University,2.0
,-0.1424312231565365,-0.1419255311785675,913.41,22,a7102619783,male,117,2003,G,Iowa State University,2.0
-0.0999051498338452,-0.1304414505638115,0.0795687102940952,125.45,28,a55136884800,male,6,2003,D,University of Washington,1.0
,-0.141886669888264,-0.1300766427843759,72.519,20,a26326476000,male,131,2004,D,University of Missouri,1.0
,-0.141886669888264,-0.1300766427843759,72.519,20,a26326476000,male,168,2004,D,Queen's University,1.0
0.3162410337052192,-0.1424151867148782,-0.1416822171233956,181.82,18,a7202206335,male,40,2003,J,Duke University,1.0
,-0.1424151867148782,-0.1416822171233956,181.82,18,a7202206335,female,129,2003,J,University of Missouri,1.0
,-0.1666376143893937,-0.1644740063594086,29.052,31,a7006005562,male,32,2002,O,University of Minnesota,0.0
-0.2321829046399592,,,4.1231,7,a6602870758,male,156,2002,O,University of Houston,0.0
,,,4.1231,7,a6602870758,male,133,2002,O,Colorado State University,0.0
0.8525247729827118,,,4.1231,7,a6602870758,male,89,2002,O,"University of California, Riverside",0.0
8.534397217041342,,,4.1231,7,a6602870758,male,113,2002,O,Purdue University,0.0
0.2082288363889532,,,4.1231,7,a6602870758,male,24,2002,O,University of Illinois,0.0
,-0.0594493648241807,0.8762183699740894,24.617,3,a6603207649,male,11,2003,E,"University of California, Los Angeles",0.0
,-0.1579438268912178,-0.1575144133086898,92.828,33,a7004386298,male,43,2001,D,Brown University,1.0
1.6907565396176525,-0.1579438268912178,-0.1575144133086898,92.828,33,a7004386298,male,7,2001,D,Stanford University,1.0
-0.0718018400845972,-0.1603992976558801,-0.1274279753340594,36.346,27,a7005150569,male,991,2002,H,Claremont Graduate University,1.0
,-0.1603992976558801,-0.1274279753340594,36.346,27,a7005150569,female,8,2002,H,University of Washington,1.0
,-0.1328462293952984,-0.0702955675526292,31.765,14,a6701876850,male,70,2000,D,Ohio State University,0.0
,4.683259353900676,0.6874891117760661,56.533,19,a7004197155,male,72,2002,O,Vanderbilt University,1.0
,4.683259353900676,0.6874891117760661,56.533,19,a7004197155,female,156,2002,O,University of Houston,1.0
2.9953289125051006,-0.1629896181422762,-0.1665710548827869,24.617,8,a7202417483,female,473,2002,M,George Mason University,2.0
12.22234319357596,-0.1629896181422762,-0.1665710548827869,24.617,8,a7202417483,male,3,2002,M,Harvard University,2.0
12.22234319357596,-0.1629896181422762,-0.1665710548827869,24.617,8,a7202417483,female,1,2002,M,"University of California, Berkeley",2.0
2.929465740348284,-0.1395662493493855,-0.1333096827426486,175.78,22,a6602745884,female,44,2004,C,Rutgers University,1.0
0.2773938827798256,-0.1395662493493855,-0.1333096827426486,175.78,22,a6602745884,female,10,2004,C,Yale University,1.0
,-0.1384369566752647,-0.1409374973274927,358.77,35,a7005554689,male,501,2004,E,Fordham University,2.0
,,,69.0,6,a35118312500,male,17,2004,O,Columbia University,0.0
0.2062512140254397,-0.1569716442205289,-0.1537748864782565,4.1231,2,a7003290720,male,63,2001,E,University of Iowa,1.0
-0.2606236709026991,-0.1569716442205289,-0.1537748864782565,4.1231,2,a7003290720,male,537,2001,E,Oklahoma State University,1.0
,,,62.96,26,a7401878367,male,908,2004,O,Claremont Graduate University,0.0
,-0.1364509032556541,-0.0848749708969466,229.14,29,a7003582807,male,184,2003,I,Syracuse University,4.0
-0.1248671662053733,-0.1364509032556541,-0.0848749708969466,229.14,29,a7003582807,female,29,2003,I,University of North Carolina,4.0
,-0.1364509032556541,-0.0848749708969466,229.14,29,a7003582807,male,42,2003,I,Boston University,4.0
3.965839806640993,-0.1364509032556541,-0.0848749708969466,229.14,29,a7003582807,female,25,2003,I,Johns Hopkins University,4.0
,-0.078523938564935,0.2492350074566373,81.197,24,a6603841507,male,133,2002,P,Colorado State University,1.0
,-0.158099012298758,-0.1580835696601731,15.199,10,a6508358567,male,251,2001,O,Syracuse University,1.0
,-0.1267738212955741,-0.0600617254838439,279.9,24,a6701729750,male,353,2003,C,Wayne State University,0.0
,-0.1603018427289513,-0.1188133172226252,16.279,22,a6603717054,male,464,2002,J,"University of Wisconsin, Milwaukee",0.0
,-0.1603018427289513,-0.1188133172226252,16.279,22,a6603717054,male,19,2002,J,Columbia University,0.0
,-0.1423531703165391,-0.141122496441208,198.2,17,a56234103000,male,353,2003,E,Wayne State University,0.0
,-0.1574383495335604,-0.1490881830187691,33.0,15,a6602582312,female,38,2001,F,University of Maryland,1.0
,-0.1423230107651487,-0.1421554852579192,59.607,20,a7003701346,male,132,2003,H,Colorado State University,1.0
,-0.1552365537583588,-0.1409283306511944,1620.4,34,a7201704033,,649,2001,E,American University,0.0
,-0.1271031830065824,-0.0192339399508765,117.58,20,a7005665190,male,81,2002,O,Indiana University,1.0
,-0.1400188295957987,-0.1389967422237387,352.98,24,a7005725158,male,198,2004,E,University of Kansas,2.0
4.868991572371262,-0.1417709660807905,-0.1070913835099871,181.46,33,a7003765308,female,196,2003,J,George Washington University,2.0
,-0.1527878781334884,-0.1175628014410556,30.968,5,a55422801200,male,34,2001,R,"University of California, Santa Barbara",0.0
0.1283971288130759,-0.1671953902077214,-0.1666610479652165,16.34,26,a7007109494,female,161,2002,C,McMaster University,2.0
,-0.1396840090378935,-0.0933944156397096,36.125,6,a7003617768,female,373,2001,I,Georgia State University,3.0
,-0.1396840090378935,-0.0933944156397096,36.125,6,a7003617768,female,24,2001,I,University of Illinois,3.0
,-0.1396840090378935,-0.0933944156397096,36.125,6,a7003617768,female,362,2001,I,University of Manitoba,3.0
,,,115.46,36,a7004915367,male,525,2000,O,Oklahoma State University,0.0
,-0.0006312127904574,2.948016575935023,22.136,12,a35752382900,male,15,2001,C,University of Wisconsin,0.0
,-0.1424944368248508,-0.1423055302713144,23.917,25,a6603481647,male,7,2003,G,University of Chicago,0.0
,-0.1424944368248508,-0.1423055302713144,23.917,25,a6603481647,female,4,2003,G,Stanford University,0.0
,-0.1180528185882525,0.0979311509064207,570.69,41,a7102933565,male,11,2003,F,"University of California, Los Angeles",1.0
,-0.1180528185882525,0.0979311509064207,570.69,41,a7102933565,male,86,2003,F,University of Oregon,1.0
,-0.1180528185882525,0.0979311509064207,570.69,41,a7102933565,female,50,2003,F,"SUNY, Stony Brook",1.0
,-0.1580678175270517,-0.1578587646778746,3.3166,9,a6603572888,male,127,2001,D,North Carolina State University,1.0
,-0.1555407543608119,-0.1397327405127185,9.2195,17,a7103232404,male,511,2001,E,Southern Illinois University,1.0
1.6849081564888633,-0.1343021921395756,-0.1467543700685042,184.45,8,a7202111421,male,18,2000,F,University of Pennsylvania,2.0
,-0.141715782463103,-0.1304488702586806,74.82,26,a7404847427,female,1046,2000,J,New School for Social Research,1.0
-0.1730336307133697,-0.1368645620478938,-0.1434977650505834,253.48,13,a7402750873,female,38,2001,G,University of Maryland,1.0
,-0.1368645620478938,-0.1434977650505834,253.48,13,a7402750873,female,49,2001,G,Rutgers University,1.0
,-0.1368645620478938,-0.1434977650505834,253.48,13,a7402750873,male,1163,2001,G,Claremont Graduate University,1.0
,-0.1424604244992931,-0.1420107349235163,14.387,6,a7102282544,male,196,2003,L,George Washington University,2.0
-0.2198241480294157,-0.1424604244992931,-0.1420107349235163,14.387,6,a7102282544,male,35,2003,L,University of Maryland,2.0
-0.2721223566067939,,,12.207,39,a7003823546,male,603,2003,E,Clark University,0.0
,,,30.133,24,a57203452633,male,32,2004,O,University of Colorado,0.0
,,,30.133,24,a57203452633,male,207,2004,O,Virginia Polytechnic Institute and State University,0.0
,-0.1199912495854091,-0.1146371999047917,223.92,22,a7004449292,male,330,2001,D,Northern Illinois University,1.0
,-0.1199912495854091,-0.1146371999047917,223.92,22,a7004449292,male,11,2001,D,University of Chicago,1.0
,0.2535744418114001,0.833922523227059,48.415,6,a7005565630,male,390,2002,G,Texas Tech University,0.0
,-0.1417205961251106,-0.1328064650188182,183.08,26,a6506501442,male,458,2003,E,George Mason University,1.0
3.524546658231875,-0.1417205961251106,-0.1328064650188182,183.08,26,a6506501442,male,49,2003,E,Brown University,1.0
,-0.1489494847878173,-0.1040320789656454,7.0711,4,a6602743155,male,252,2001,O,Simon Fraser University,1.0
,-0.1489494847878173,-0.1040320789656454,7.0711,4,a6602743155,male,24,2001,O,University of Illinois,1.0
,-0.1476616222360381,-0.1242811981493825,4.4721,7,a35996396300,male,101,2000,O,Colorado State University,1.0
,-0.1403237167838462,-0.1287242271037065,52.297,10,a7202044988,female,27,2003,J,"University of California, Davis",1.0
,-0.1403237167838462,-0.1287242271037065,52.297,10,a7202044988,male,7,2003,J,University of Chicago,1.0
,-0.095360955547527,-0.0327354106611647,387.09,29,a7102737699,female,30,2003,J,University of Colorado,1.0
,-0.095360955547527,-0.0327354106611647,387.09,29,a7102737699,female,35,2003,J,University of Maryland,1.0
,-0.095360955547527,-0.0327354106611647,387.09,29,a7102737699,male,36,2003,J,University of British Columbia,1.0
2.233275204206447,-0.1444547187397074,-0.1459957538318246,96.426,19,a7103300253,male,10,2000,G,University of Chicago,4.0
,-0.1240025664584945,0.3873960526146421,102.78,27,a7402055817,male,1,2002,I,"University of California, Berkeley",3.0
,-0.1240025664584945,0.3873960526146421,102.78,27,a7402055817,male,1144,2002,I,New School for Social Research,3.0
-0.2889256973495074,-0.1240025664584945,0.3873960526146421,102.78,27,a7402055817,female,63,2002,I,Arizona State University,3.0
6.021154092934739,-0.1240025664584945,0.3873960526146421,102.78,27,a7402055817,male,935,2002,I,City University of New York,3.0
0.9450763313392836,-0.1240025664584945,0.3873960526146421,102.78,27,a7402055817,female,53,2002,I,University of Rochester,3.0
,-0.1367408358419415,-0.1225747497321409,98.051,13,a6603477130,male,240,2002,O,Kansas State University,2.0
,-0.1424817979833116,-0.1422017234226961,144.98,14,a7005549496,male,1029,2003,O,Claremont Graduate University,1.0
,-0.1621427454176509,0.4612967726964018,53.376,25,a7003431727,male,114,2002,E,Iowa State University,0.0
,-0.1621427454176509,0.4612967726964018,53.376,25,a7003431727,male,612,2002,E,Fordham University,0.0
,-0.1401655520799584,-0.1485289358016357,262.75,32,a7202704683,male,22,2002,I,Johns Hopkins University,2.0
,-0.148044943103492,-0.1408332381901915,43.738,44,a7006533101,male,101,2000,G,Colorado State University,0.0
,,,37.63,8,a55824919400,male,668,2002,O,Howard University,0.0
,,,37.63,8,a55824919400,female,434,2002,O,West Virginia University,0.0
,-0.1608434185332067,-0.0948446132986525,297.91,17,a7202191501,female,189,2002,E,Georgetown University,1.0
,-0.1427250871662579,-0.1423349125279303,74.007,35,a6701464844,male,385,2004,I,Texas Tech University,0.0
1.870442139546673,-0.1386340857985885,-0.1182432663840273,38.21,5,a6602566696,male,6,2004,O,University of Washington,2.0
,-0.1386340857985885,-0.1182432663840273,38.21,5,a6602566696,male,50,2004,O,Ohio State University,2.0
,-0.1576640326895909,-0.1554193068096187,343.37,30,a7006632398,male,37,2001,L,University of British Columbia,0.0
,-0.1576640326895909,-0.1554193068096187,343.37,30,a7006632398,male,80,2001,L,Vanderbilt University,0.0
,0.1577045954972021,0.5447768079295466,167.15,19,a6508158812,male,271,2004,J,Kansas State University,0.0
9.616233550023876,-0.1424646392879237,-0.141709460421716,65.253,15,a6506247301,male,3,2003,E,Massachusetts Institute of Technology,1.0
-0.2733076488776618,-0.1425810373725756,-0.1399079556685632,40.237,7,a7102740918,female,194,2004,F,University of Houston,1.0
-0.2427173301560811,-0.1425810373725756,-0.1399079556685632,40.237,7,a7102740918,male,105,2004,F,Purdue University,1.0
,-0.1425810373725756,-0.1399079556685632,40.237,7,a7102740918,female,105,2004,F,Purdue University,1.0
0.1482023127596558,8.125775167316926,1.8922177686961408,599.26,21,a7402863842,male,32,2002,J,University of Minnesota,3.0
0.1895915184111646,-0.1424676134259243,-0.1421339270608236,22.316,19,a7202096881,male,3,2003,C,Massachusetts Institute of Technology,1.0
3.947377121744793,-0.1424676134259243,-0.1421339270608236,22.316,19,a7202096881,,18,2003,C,Columbia University,1.0
0.1246963854020413,-0.1668020143504612,-0.1409431058507226,27.911,32,a6701533717,male,261,2002,D,Simon Fraser University,1.0
,-0.1562872812793465,-0.1362310348596761,42.532,20,a7402086123,male,21,2001,D,Columbia University,0.0
,-0.1424971128340326,-0.1415552892363028,50.15,20,a57191123329,female,23,2003,J,University of Illinois,1.0
3.349856770446043,-0.1424971128340326,-0.1415552892363028,50.15,20,a57191123329,female,719,2003,J,American University,1.0
,-0.142442319412748,-0.1422770967921292,51.196,19,a6506806820,male,18,2003,F,Columbia University,1.0
,-0.1667535707060734,-0.1646821672438792,26.401,12,a6602404060,male,9,2002,G,University of Chicago,0.0
,-0.1667535707060734,-0.1646821672438792,26.401,12,a6602404060,male,1,2002,G,"University of California, Berkeley",0.0
-0.2660733345191779,,,125.2,39,a7004915367,female,30,2003,O,University of Colorado,0.0
,-0.1491191899270905,-0.1483166601223115,2.0,0,a6602215836,male,14,2000,C,University of Wisconsin,1.0
8.293990809249076,-0.1580563591553479,-0.1566098174489585,296.61,24,a35941945600,male,13,2001,D,California Institute of Technology,2.0
,-0.1487252691795149,-0.1481413380094866,53.488,15,a6701488497,male,37,2000,F,University of Maryland,1.0
-0.2206828573954012,-0.1487252691795149,-0.1481413380094866,53.488,15,a6701488497,male,70,2000,F,Ohio State University,1.0
,-0.142125504867716,-0.1401548757017618,113.23,8,a57203069604,male,33,2003,G,"University of California, Santa Barbara",0.0
,-0.142125504867716,-0.1401548757017618,113.23,8,a57203069604,male,7,2003,G,University of Chicago,0.0
,-0.142125504867716,-0.1401548757017618,113.23,8,a57203069604,male,41,2003,G,New York University,0.0
,-0.1225319670119244,-0.1024564877753493,250.52,30,a7102421705,male,41,2002,I,Duke University,4.0
,-0.1225319670119244,-0.1024564877753493,250.52,30,a7102421705,female,36,2002,I,University of Maryland,4.0
-0.2396561564023892,-0.1225319670119244,-0.1024564877753493,250.52,30,a7102421705,male,175,2002,I,University of Nebraska,4.0
,-0.141845144391455,-0.1376521372334218,13.416,14,a6603853296,male,66,2003,F,"University of California, Santa Cruz",0.0
,-0.141845144391455,-0.1376521372334218,13.416,14,a6603853296,male,1029,2003,F,Claremont Graduate University,0.0
,-0.0668269556578596,0.348407254252389,90.659,15,a7003908394,male,189,2003,J,Georgetown University,2.0
,-0.0668269556578596,0.348407254252389,90.659,15,a7003908394,male,1,2003,J,"University of California, Berkeley",2.0
12.48323612331618,-0.114232595563573,-0.1201930378192608,17.176,4,a19336384800,male,3,2001,E,Harvard University,1.0
,-0.1338360810856131,-0.1051543668292055,59.573,10,a7202845520,male,85,2000,H,Washington State University,1.0
13.660408508101106,-0.1329305992585836,0.2436242545393065,105.04,26,a7005777390,female,1,2000,O,"University of California, Berkeley",1.0
8.962092258228415,0.4297320376391355,2.3407943864187084,111.62,45,a55448536600,female,14,2000,J,University of Wisconsin,2.0
12.891448314511354,,,106.02,39,a55217914100,male,3,2003,F,Massachusetts Institute of Technology,0.0
-0.2877755187107529,-0.1590784407303475,-0.1466346091747927,22.956,9,a56240494400,male,17,2002,E,Cornell University,2.0
3.80080308637012,-0.1631430018433365,-0.1346847080827276,27.982,17,a7202731518,male,175,2002,O,University of Nebraska,2.0
,-0.1631430018433365,-0.1346847080827276,27.982,17,a7202731518,male,1144,2002,O,New School for Social Research,2.0
,-0.1631430018433365,-0.1346847080827276,27.982,17,a7202731518,male,1,2002,O,"University of California, Berkeley",2.0
,-0.1259395212646787,-0.1370770408569743,146.58,17,a24317720600,female,262,2001,H,University of Ottawa,1.0
5.841273637672008,-0.1361125463452889,-0.0917716857446447,1743.5,19,a7003314443,male,11,2004,C,"University of California, San Diego",2.0
9.253238264929768,-0.1361125463452889,-0.0917716857446447,1743.5,19,a7003314443,male,3,2004,C,Massachusetts Institute of Technology,2.0
,-0.1492319539105434,-0.1491634581585221,4.899,24,a7404241840,male,27,2000,L,University of Illinois,1.0
,-0.1492319539105434,-0.1491634581585221,4.899,24,a7404241840,female,1107,2000,L,City University of New York,1.0
-0.2427982970343997,-0.155222506395932,-0.1242459351870647,102.82,12,a55942109100,male,14,2002,E,University of Pennsylvania,1.0
,-0.1424846762594519,-0.1420090424474518,38.665,19,a7005783609,female,1,2003,O,"University of California, Berkeley",1.0
-0.2832011737303739,-0.1424846762594519,-0.1420090424474518,38.665,19,a7005783609,male,518,2003,O,Oklahoma State University,1.0
,-0.1658773083526435,-0.1647760539198798,98.326,18,a6603869817,male,247,2002,F,University at Albany,2.0
5.793052139387619,-0.1658773083526435,-0.1647760539198798,98.326,18,a6603869817,male,3,2002,F,Harvard University,2.0
-0.3033706116183937,-0.1397976496747987,-0.1275166804742807,71.861,17,a35885159600,female,12,2003,O,University of Wisconsin,2.0
-0.1788902205624706,-0.1397976496747987,-0.1275166804742807,71.861,17,a35885159600,male,458,2003,O,George Mason University,2.0
4.360264241270754,-0.1427104899024667,-0.1412607689334486,21.024,6,a6505868404,female,38,2004,F,Duke University,2.0
,-0.1387966228271965,-0.0968392365432939,45.398,13,a7501392284,female,3,2003,L,Massachusetts Institute of Technology,2.0
7.688229885914582,-0.1387966228271965,-0.0968392365432939,45.398,13,a7501392284,female,3,2003,L,Massachusetts Institute of Technology,2.0
,,,17.321,41,a7006347502,male,12,2002,E,"University of California, Los Angeles",0.0
,-0.1420586244764958,-0.1319958943406702,115.56,27,a6507756424,male,42,2003,L,Boston University,1.0
-0.2362161862379268,-0.1489947916195768,-0.1445584498667941,4.5826,3,a6601915849,male,26,2000,L,University of Minnesota,1.0
,-0.1423837324081728,-0.1165150612304222,12.923,18,a36860440200,male,17,2004,D,Columbia University,1.0
,-0.1422927865661628,-0.141882505708674,553.79,25,a7005881414,male,30,2004,E,Northwestern University,0.0
,-0.1422927865661628,-0.141882505708674,553.79,25,a7005881414,male,41,2004,E,University of Texas,0.0
,-0.1396447950883048,-0.1197182950234026,75.306,15,a6602860789,female,61,2003,E,Ohio State University,0.0
,-0.1396447950883048,-0.1197182950234026,75.306,15,a6602860789,male,1,2003,E,"University of California, Berkeley",0.0
,-0.1427823588454111,-0.142691807810721,27.928,7,a36781806900,male,66,2004,E,University of Virginia,0.0
,-0.0387324345402652,0.4269252192551175,122.27,8,a7101664262,male,224,2001,O,University of Cincinnati,1.0
,-0.0387324345402652,0.4269252192551175,122.27,8,a7101664262,male,56,2001,O,University of Southern California,1.0
,-0.1620079782008985,-0.1488046054218147,46.615,9,a55498582600,male,1,2002,E,"University of California, Berkeley",1.0
,-0.1423847166396896,-0.1402965169814478,36.661,20,a36718829300,male,282,2003,H,Georgia State University,0.0
