plc_score-w-std,adv_ev-w-win99-std,first_ev-w-win99-std_mean,adv_euclid,adv_experience,adviser,stu_sex,school_rank-w,stu_year,stu_jel,stu_school,adv_occ
,-0.1574807310827357,-0.1459960603798351,46.422,15,a57210531333,female,21,2001,J,Columbia University,1.0
,-0.0506651822594692,1.2308992070805658,77.602,33,a7401720259,male,281,2001,O,Kansas State University,1.0
,-0.0506651822594692,1.2308992070805658,77.602,33,a7401720259,male,94,2001,O,University of Missouri,1.0
,-0.1615398963852484,-0.1387577882764398,21.424,17,a7003962512,male,418,2002,F,Carleton University,0.0
,-0.1615398963852484,-0.1387577882764398,21.424,17,a7003962512,male,14,2002,F,University of Pennsylvania,0.0
,-0.1425020016017291,-0.1425074880281175,21.886,12,a6508358567,male,196,2003,O,George Washington University,2.0
,-0.1425020016017291,-0.1425074880281175,21.886,12,a6508358567,male,4,2003,O,Stanford University,2.0
,-0.0698711364915284,-0.0480823587899066,32.726,17,a6603700685,male,113,2002,O,Purdue University,0.0
,-0.132591805245432,-0.053565884200442,112.88,30,a56876003500,male,14,2002,F,University of Pennsylvania,0.0
,-0.1672059050152902,-0.1666376828448345,36.797,25,a6603659466,female,45,2002,O,Brown University,1.0
,-0.1668357062779925,-0.1593669155841914,5.3852,5,a7401514705,female,9,2002,F,University of Chicago,0.0
,-0.1668357062779925,-0.1593669155841914,5.3852,5,a7401514705,female,434,2002,F,West Virginia University,0.0
,-0.0862176120965612,0.4371223515852532,456.18,31,a56209838200,male,424,2004,E,George Mason University,0.0
,-0.1474054450291609,-0.1219203363127819,6.7823,20,a6603717054,female,222,2000,J,Georgetown University,1.0
0.223295594678742,,,137.71,40,a7005348741,male,337,2002,O,Northeastern University,0.0
,,,137.71,40,a7005348741,male,240,2002,O,Kansas State University,0.0
3.8312876692795705,,,137.71,40,a7005348741,female,121,2002,O,University of Notre Dame,0.0
,,,137.71,40,a7005348741,male,72,2002,O,Vanderbilt University,0.0
,-0.1402951396740708,-0.1064321405218233,20.591,6,a6603828815,male,612,2002,O,Fordham University,1.0
,-0.1423361270984156,-0.1383669597947844,30.643,11,a56444583400,male,69,2003,E,Vanderbilt University,0.0
0.1258480770128304,,,23.345,28,a7202326848,female,15,2001,J,University of Wisconsin,0.0
,,,23.345,28,a7202326848,female,50,2001,J,Michigan State University,0.0
,-0.150744649088575,-0.1572446596898985,21.048,7,a7202417483,male,15,2001,M,University of Wisconsin,2.0
1.1916163476921733,-0.150744649088575,-0.1572446596898985,21.048,7,a7202417483,male,58,2001,M,University of Pittsburgh,2.0
7.206798739818909,-0.150744649088575,-0.1572446596898985,21.048,7,a7202417483,male,6,2001,M,Yale University,2.0
-0.2789930416849852,-0.1620079782008985,-0.1488046054218147,46.615,9,a55498582600,female,77,2002,E,University of Virginia,1.0
,8.692674358533054,-0.0486054114251137,676.12,15,a7004575366,female,11,2001,G,University of Chicago,1.0
,-0.142205237173451,-0.1357820952861866,80.87,18,a6603792210,male,3,2003,G,Massachusetts Institute of Technology,1.0
,-0.142205237173451,-0.1357820952861866,80.87,18,a6603792210,female,11,2003,G,"University of California, Los Angeles",1.0
,-0.142205237173451,-0.1357820952861866,80.87,18,a6603792210,female,247,2003,G,University of Kentucky,1.0
0.4452319590871013,-0.0272181903543773,0.4418275725416732,243.17,26,a55331486100,female,168,2004,J,Queen's University,3.0
,-0.1423861002701859,-0.1378939661276834,82.25,31,a7003474741,male,20,2003,H,University of Michigan,1.0
,-0.1423861002701859,-0.1378939661276834,82.25,31,a7003474741,male,132,2003,H,Colorado State University,1.0
,-0.148070118550517,-0.1406029733558324,11.576,4,a7003554574,female,76,2000,O,Vanderbilt University,0.0
,-0.148070118550517,-0.1406029733558324,11.576,4,a7003554574,male,12,2000,O,"University of California, Los Angeles",0.0
,-0.148070118550517,-0.1406029733558324,11.576,4,a7003554574,male,27,2000,O,University of Illinois,0.0
,-0.1418770040208134,-0.1394586254365612,107.58,24,a7006496577,male,2,2004,G,Harvard University,0.0
,-0.1418770040208134,-0.1394586254365612,107.58,24,a7006496577,female,66,2004,G,University of Virginia,0.0
1.390604299859195,0.0015630706913535,0.2292247818897991,86.545,16,a6603549284,male,11,2001,D,University of Chicago,1.0
,-0.1656917646416737,-0.1544462534074996,169.91,16,a6603589746,female,24,2002,L,University of Illinois,1.0
,-0.1656917646416737,-0.1544462534074996,169.91,16,a6603589746,male,427,2002,L,Colorado School of Mines,1.0
,-0.1492290503117343,-0.1488102304789986,32.28,23,a6603659466,male,101,2000,O,Colorado State University,1.0
,-0.1473372984996842,-0.1395489889204636,94.636,22,a57923621000,female,60,2000,O,Michigan State University,2.0
4.505268725676259,-0.1473372984996842,-0.1395489889204636,94.636,22,a57923621000,male,14,2000,O,University of Wisconsin,2.0
14.816650960780333,-0.1425770880086713,-0.1418699153925406,13.304,7,a6602948322,male,4,2004,D,Stanford University,1.0
,-0.1424826887466573,-0.1422163854789223,18.385,14,a7003521055,female,77,2003,G,"University of Illinois, Chicago",1.0
-0.0999051498338452,-0.1424407296246989,-0.1421782139697628,106.9,13,a7004398300,male,6,2003,D,University of Washington,1.0
4.650501055391352,-0.1424407296246989,-0.1421782139697628,106.9,13,a7004398300,female,158,2003,D,University of Houston,1.0
,-0.1425240571129798,-0.1400340610833494,70.93,17,a8357524300,male,131,2004,D,University of Missouri,1.0
0.3162410337052192,-0.095360955547527,-0.0327354106611647,387.09,29,a7102737699,male,40,2003,J,Duke University,1.0
,-0.1586361129850891,-0.0682250918324203,14.832,11,a55711896900,male,32,2002,O,University of Minnesota,4.0
-0.1511816224955002,-0.1586361129850891,-0.0682250918324203,14.832,11,a55711896900,male,55,2002,O,University of Florida,4.0
-0.2321829046399592,-0.1591445336313668,-0.0691845334187252,68.491,18,a7401513388,male,156,2002,O,University of Houston,2.0
,-0.1591445336313668,-0.0691845334187252,68.491,18,a7401513388,male,2,2002,O,Massachusetts Institute of Technology,2.0
,-0.1375998897452862,-0.1295320646731126,251.8,20,a7404338428,male,11,2003,E,"University of California, Los Angeles",1.0
,-0.1152047045988865,-0.0081097131301068,30.1,17,a6602862528,male,43,2001,D,Brown University,0.0
2.757024699868861,-0.136468611038704,-0.1297668181487387,139.26,24,a6602558896,female,12,2002,J,"University of California, Los Angeles",2.0
,-0.136468611038704,-0.1297668181487387,139.26,24,a6602558896,female,291,2002,J,Wayne State University,2.0
-0.0718018400845972,,,35.833,19,a36718829300,male,991,2002,H,Claremont Graduate University,0.0
,-0.1241403952036272,0.0169668369087747,43.278,19,a35884767100,male,70,2000,D,Ohio State University,1.0
