plc_score-w-std,adv_ev-w-win99-std,first_ev-w-win99-std_mean,adv_euclid,adv_experience,adviser,stu_sex,school_rank-w,stu_year,stu_jel,stu_school,adv_occ
,-0.1490854789384713,-0.1233660004164305,8.6023,5,a57209633419,female,21,2001,J,Columbia University,1.0
,8.125775167316926,1.0634095577596023,518.27,23,a24426717700,male,418,2002,F,Carleton University,1.0
,8.125775167316926,1.0634095577596023,518.27,23,a24426717700,male,239,2002,L,University of South Carolina,1.0
,-0.1422815708092016,-0.1408293169881721,77.201,15,a6603550073,male,196,2003,O,George Washington University,1.0
0.1236955745726914,-0.1422815708092016,-0.1408293169881721,77.201,15,a6603550073,female,9,2003,O,Yale University,1.0
,-0.1482248067726783,-0.1013893142116044,20.761,15,a6701859264,male,113,2002,O,Purdue University,2.0
0.5842926406230625,-0.1482248067726783,-0.1013893142116044,20.761,15,a6701859264,female,30,2002,I,University of North Carolina,2.0
,,,4.7958,42,a24566126900,male,14,2002,F,University of Pennsylvania,0.0
,,,4.7958,42,a24566126900,male,429,2002,R,Rensselaer Polytechnic Institute,0.0
,-0.1528030037048733,-0.1101151584648625,141.07,16,a6701474154,female,9,2002,F,University of Chicago,0.0
,,,78.81,5,a7004097814,male,424,2004,E,George Mason University,0.0
-0.2707634062035707,,,78.81,5,a7004097814,male,17,2004,E,Columbia University,0.0
,,,0.0,1,a6602208728,female,222,2000,J,Georgetown University,0.0
0.223295594678742,0.0293968751479989,0.2180252623838947,11.958,8,a6603116427,male,337,2002,O,Northeastern University,1.0
,-0.1423438268840796,-0.140465303071359,62.217,13,a7102561791,male,69,2003,E,Vanderbilt University,1.0
0.1258480770128304,-0.1576732558324481,-0.1483077717147412,5.0,2,a6603023448,female,15,2001,J,University of Wisconsin,1.0
,-0.1576732558324481,-0.1483077717147412,5.0,2,a6603023448,male,230,2001,I,University at Albany,1.0
,-0.108149949101725,-0.1374398285577631,47.56,13,a35599918200,male,15,2001,M,University of Wisconsin,1.0
-0.2789930416849852,-0.1654093933008714,-0.1239751406194606,6.4807,4,a7101684069,female,77,2002,E,University of Virginia,3.0
,-0.1654093933008714,-0.1239751406194606,6.4807,4,a7101684069,male,426,2002,J,University of Wyoming,3.0
-0.2561039048958765,-0.1654093933008714,-0.1239751406194606,6.4807,4,a7101684069,male,991,2002,O,Claremont Graduate University,3.0
0.4452319590871013,0.0124017693089483,0.1342636956976938,1315.5,37,a57208457063,female,168,2004,J,Queen's University,2.0
,-0.1420958387275488,-0.1314802608951864,91.22,19,a7403735746,male,20,2003,H,University of Michigan,2.0
,-0.1420958387275488,-0.1314802608951864,91.22,19,a7403735746,male,511,2003,O,Fordham University,2.0
,-0.1488243644210192,-0.1446387065141786,216.1,24,a56994505100,female,76,2000,O,Vanderbilt University,2.0
1.390604299859195,-0.1531753341545347,-0.1404365122130495,77.0,31,a7402226219,male,11,2001,D,University of Chicago,3.0
,-0.1531753341545347,-0.1404365122130495,77.0,31,a7402226219,male,1,2001,J,"University of California, Berkeley",3.0
13.970908651603748,-0.1531753341545347,-0.1404365122130495,77.0,31,a7402226219,male,163,2001,I,University of Connecticut,3.0
,-0.157409096957313,-0.1301013772938337,45.684,7,a7003617768,female,24,2002,L,University of Illinois,1.0
12.22234319357596,-0.157409096957313,-0.1301013772938337,45.684,7,a7003617768,male,45,2002,J,Brown University,1.0
,-0.1487900885733327,-0.1436251641888058,9.434,24,a7004136370,male,101,2000,O,Colorado State University,0.0
,-0.1487900885733327,-0.1436251641888058,9.434,24,a7004136370,male,122,2000,L,University of New Mexico,0.0
,-0.1393853236815262,-0.1389361379097294,299.79,33,a7202704683,female,77,2003,G,"University of Illinois, Chicago",1.0
0.2668638052186705,-0.1393853236815262,-0.1389361379097294,299.79,33,a7202704683,male,180,2003,J,Queen's University,1.0
-0.0999051498338452,,,4.1231,14,a56169112500,male,6,2003,D,University of Washington,0.0
,,,0.0,1,a55301289400,male,131,2004,D,University of Missouri,0.0
0.3162410337052192,-0.1424967877293033,-0.142467021768484,24.083,22,a55916135700,male,40,2003,J,Duke University,2.0
-0.2321829046399592,-0.1660161988989061,-0.1551584841446509,7.6811,8,a55664529700,male,156,2002,O,University of Houston,2.0
-0.0575943214861546,-0.1660161988989061,-0.1551584841446509,7.6811,8,a55664529700,male,32,2002,J,University of Minnesota,2.0
7.81176887824735,-0.1660161988989061,-0.1551584841446509,7.6811,8,a55664529700,male,5,2002,D,Stanford University,2.0
,-0.1393226448505364,-0.1343895558914231,331.02,31,a7003832293,male,11,2003,E,"University of California, Los Angeles",2.0
,-0.1576640326895909,-0.1554193068096187,343.37,30,a7006632398,male,43,2001,D,Brown University,1.0
2.757024699868861,-0.1645103047990331,-0.1140968721097375,35.861,30,a6602650449,female,12,2002,J,"University of California, Los Angeles",2.0
,-0.1492385624123515,-0.1492113950312242,38.974,14,a57210531333,male,70,2000,D,Ohio State University,2.0
4.753966198099172,-0.1492385624123515,-0.1492113950312242,38.974,14,a57210531333,male,6,2000,D,Yale University,2.0
,,,27.749,8,a7006424769,male,72,2002,O,Vanderbilt University,0.0
2.929465740348284,-0.1422454715443449,-0.1394530063527261,346.93,13,a7004114269,female,44,2004,C,Rutgers University,4.0
,-0.1422454715443449,-0.1394530063527261,346.93,13,a7004114269,male,29,2004,P,University of Minnesota,4.0
,-0.1422454715443449,-0.1394530063527261,346.93,13,a7004114269,male,30,2004,L,Northwestern University,4.0
2.5436094198234778,-0.1422454715443449,-0.1394530063527261,346.93,13,a7004114269,male,1,2004,N,"University of California, Berkeley",4.0
7.377690985642356,-0.1422454715443449,-0.1394530063527261,346.93,13,a7004114269,male,4,2004,D,Stanford University,4.0
,-0.1427035121722454,-0.13669496436658,43.186,33,a6603699949,male,501,2004,E,Fordham University,2.0
0.2062512140254397,-0.1575279672680361,-0.1547655829941918,46.476,20,a7102804759,male,63,2001,E,University of Iowa,2.0
,-0.1575279672680361,-0.1547655829941918,46.476,20,a7102804759,male,70,2001,O,University of Massachusetts,2.0
,-2.8436237674705075e-05,0.0793916646943137,792.73,23,a7402863842,male,908,2004,O,Claremont Graduate University,3.0
,-2.8436237674705075e-05,0.0793916646943137,792.73,23,a7402863842,male,424,2004,N,George Mason University,3.0
4.7254491021947125,-2.8436237674705075e-05,0.0793916646943137,792.73,23,a7402863842,male,230,2004,F,University of Hawaii,3.0
,-0.1425015453861478,-0.1425018234382482,24.145,20,a35309835200,male,184,2003,I,Syracuse University,0.0
,-0.1425020016017291,-0.1425074880281175,21.886,12,a6508358567,male,353,2003,C,Wayne State University,4.0
,-0.1425020016017291,-0.1425074880281175,21.886,12,a6508358567,male,719,2003,G,American University,4.0
3.3013138205126213,-0.1425020016017291,-0.1425074880281175,21.886,12,a6508358567,male,4,2003,G,Stanford University,4.0
,,,12.45,25,a7004554226,male,132,2003,H,Colorado State University,0.0
,,,12.45,25,a7004554226,male,4,2003,G,Stanford University,0.0
,3.3531128009923563,1.9409706632562345,102.45,8,a7102425571,male,81,2002,O,Indiana University,1.0
,-0.1427202596538933,-0.1424856544761401,50.18,12,a6701537658,male,198,2004,E,University of Kansas,1.0
4.868991572371262,,,14.422,11,a24318303900,female,196,2003,J,George Washington University,0.0
0.1283971288130759,-0.0258880468872071,0.0376460559804576,118.77,20,a7006078050,female,161,2002,C,McMaster University,3.0
,-0.0258880468872071,0.0376460559804576,118.77,20,a7006078050,male,42,2002,D,New York University,3.0
,-0.1578773370068748,-0.1570043882742892,42.579,13,a6602500728,female,373,2001,I,Georgia State University,0.0
,-0.1578773370068748,-0.1570043882742892,42.579,13,a6602500728,male,373,2001,H,Georgia State University,0.0
,,,110.85,22,a7402948555,male,525,2000,O,Oklahoma State University,0.0
